Gene	RAWVALUE	VALUE
LMOf2365_2293	0.0	0.0
LMOf2365_2294	0.0	0.0
LMOf2365_2295	0.0	0.0
LMOf2365_2296	0.0	0.0
LMOf2365_2297	0.0	0.0
LMOf2365_2298	0.0	0.0
LMOf2365_2299	3.0	1.584962501
LMOf2365_2300	14.0	3.807354922
LMOf2365_2301	3.0	1.584962501
LMOf2365_2302	0.0	0.0
LMOf2365_2303	0.0	0.0
LMOf2365_2304	0.0	0.0
LMOf2365_2305	3.0	1.584962501
LMOf2365_2306	0.0	0.0
LMOf2365_2307	3.0	1.584962501
LMOf2365_2308	0.0	0.0
LMOf2365_2309	6.0	2.584962501
LMOf2365_2310	1.0	1.0
LMOf2365_2311	3.0	1.584962501
LMOf2365_2312	0.0	0.0
LMOf2365_2313	0.0	0.0
LMOf2365_2314	0.0	0.0
LMOf2365_2315	2.0	1.0
LMOf2365_2316	1.0	1.0
LMOf2365_2317	0.0	0.0
LMOf2365_2318	0.0	0.0
LMOf2365_2319	0.0	0.0
LMOf2365_2320	0.0	0.0
LMOf2365_2321	0.0	0.0
LMOf2365_2322	2.0	1.0
LMOf2365_2323	1.0	1.0
LMOf2365_2324	5.0	2.321928095
LMOf2365_2325	1.0	1.0
LMOf2365_2326	0.0	0.0
LMOf2365_2327	0.0	0.0
LMOf2365_2328	1.0	1.0
LMOf2365_2329	0.0	0.0
LMOf2365_2330	6.0	2.584962501
LMOf2365_2331	1.0	1.0
LMOf2365_2332	0.0	0.0
LMOf2365_2333	0.0	0.0
LMOf2365_2334	3.0	1.584962501
LMOf2365_2335	0.0	0.0
LMOf2365_2336	0.0	0.0
LMOf2365_2337	1.0	1.0
LMOf2365_2338	25.0	4.64385619
LMOf2365_2339	1.0	1.0
LMOf2365_2340	9.0	3.169925001
LMOf2365_2341	1.0	1.0
LMOf2365_2342	1.0	1.0
LMOf2365_2343	1.0	1.0
LMOf2365_2344	2.0	1.0
LMOf2365_2345	1.0	1.0
LMOf2365_2346	0.0	0.0
LMOf2365_2347	1.0	1.0
LMOf2365_2348	0.0	0.0
LMOf2365_2349	9.0	3.169925001
LMOf2365_2350	0.0	0.0
LMOf2365_2351	0.0	0.0
LMOf2365_2352	0.0	0.0
LMOf2365_2353	0.0	0.0
LMOf2365_2354	1.0	1.0
LMOf2365_2355	0.0	0.0
LMOf2365_2356	0.0	0.0
LMOf2365_2357	0.0	0.0
LMOf2365_2358	1.0	1.0
LMOf2365_2359	0.0	0.0
LMOf2365_2360	0.0	0.0
LMOf2365_2361	2.0	1.0
LMOf2365_2362	0.0	0.0
LMOf2365_2363	2.0	1.0
LMOf2365_2364	0.0	0.0
LMOf2365_2365	24.0	4.584962501
LMOf2365_2366	0.0	0.0
LMOf2365_2367	1.0	1.0
LMOf2365_2368	0.0	0.0
LMOf2365_2369	0.0	0.0
LMOf2365_2370	2.0	1.0
LMOf2365_2371	1.0	1.0
LMOf2365_2372	0.0	0.0
LMOf2365_2373	1.0	1.0
LMOf2365_2374	0.0	0.0
LMOf2365_2375	0.0	0.0
LMOf2365_2376	0.0	0.0
LMOf2365_2377	0.0	0.0
LMOf2365_2378	0.0	0.0
LMOf2365_2379	0.0	0.0
LMOf2365_2380	1.0	1.0
LMOf2365_2381	0.0	0.0
LMOf2365_2382	1.0	1.0
LMOf2365_2383	0.0	0.0
LMOf2365_2384	2.0	1.0
LMOf2365_2385	0.0	0.0
LMOf2365_2386	2.0	1.0
LMOf2365_2387	0.0	0.0
LMOf2365_2388	14.0	3.807354922
LMOf2365_2389	2.0	1.0
LMOf2365_2390	0.0	0.0
LMOf2365_2391	0.0	0.0
LMOf2365_2392	4.0	2.0
LMOf2365_2393	7.0	2.807354922
LMOf2365_2394	0.0	0.0
LMOf2365_2395	0.0	0.0
LMOf2365_2396	0.0	0.0
LMOf2365_2397	3.0	1.584962501
LMOf2365_2398	0.0	0.0
LMOf2365_2399	1.0	1.0
LMOf2365_2400	0.0	0.0
LMOf2365_2401	0.0	0.0
LMOf2365_2402	5.0	2.321928095
LMOf2365_2403	1.0	1.0
LMOf2365_2404	0.0	0.0
LMOf2365_2405	0.0	0.0
LMOf2365_2406	0.0	0.0
LMOf2365_2407	0.0	0.0
LMOf2365_2408	0.0	0.0
LMOf2365_2409	0.0	0.0
LMOf2365_2410	3.0	1.584962501
LMOf2365_2411	0.0	0.0
LMOf2365_2412	0.0	0.0
LMOf2365_2413	2.0	1.0
LMOf2365_2414	0.0	0.0
LMOf2365_2415	0.0	0.0
LMOf2365_2416	0.0	0.0
LMOf2365_2417	0.0	0.0
LMOf2365_2418	0.0	0.0
LMOf2365_2419	0.0	0.0
LMOf2365_2420	0.0	0.0
LMOf2365_2421	1.0	1.0
LMOf2365_2422	6.0	2.584962501
LMOf2365_2423	0.0	0.0
LMOf2365_2424	0.0	0.0
LMOf2365_2425	8.0	3.0
LMOf2365_2426	2.0	1.0
LMOf2365_2427	0.0	0.0
LMOf2365_2428	47.0	5.554588852
LMOf2365_2429	31.0	4.95419631
LMOf2365_2430	5.0	2.321928095
LMOf2365_2431	7.0	2.807354922
LMOf2365_2432	10.0	3.321928095
LMOf2365_2433	2.0	1.0
LMOf2365_2434	0.0	0.0
LMOf2365_2435	1.0	1.0
LMOf2365_2436	0.0	0.0
LMOf2365_2437	2.0	1.0
LMOf2365_2438	0.0	0.0
LMOf2365_2439	0.0	0.0
LMOf2365_2440	0.0	0.0
LMOf2365_2441	20.0	4.321928095
LMOf2365_2442	6.0	2.584962501
LMOf2365_2443	0.0	0.0
LMOf2365_2444	10.0	3.321928095
LMOf2365_2445	1.0	1.0
LMOf2365_2446	0.0	0.0
LMOf2365_2447	0.0	0.0
LMOf2365_2448	0.0	0.0
LMOf2365_2449	0.0	0.0
LMOf2365_2450	1.0	1.0
LMOf2365_2451	2.0	1.0
LMOf2365_2452	1.0	1.0
LMOf2365_2453	0.0	0.0
LMOf2365_2454	0.0	0.0
LMOf2365_2455	1.0	1.0
LMOf2365_2456	4.0	2.0
LMOf2365_2457	0.0	0.0
LMOf2365_2458	0.0	0.0
LMOf2365_2459	1.0	1.0
LMOf2365_2460	5.0	2.321928095
LMOf2365_2461	0.0	0.0
LMOf2365_2462	6.0	2.584962501
LMOf2365_2463	0.0	0.0
LMOf2365_2464	11.0	3.459431619
LMOf2365_2465	1.0	1.0
LMOf2365_2466	2.0	1.0
LMOf2365_2467	0.0	0.0
LMOf2365_2468	0.0	0.0
LMOf2365_2469	0.0	0.0
LMOf2365_2470	0.0	0.0
LMOf2365_2471	0.0	0.0
LMOf2365_2472	1.0	1.0
LMOf2365_2473	0.0	0.0
LMOf2365_2474	1.0	1.0
LMOf2365_2475	0.0	0.0
LMOf2365_2476	0.0	0.0
LMOf2365_2477	11.0	3.459431619
LMOf2365_2478	1.0	1.0
LMOf2365_2479	0.0	0.0
LMOf2365_2480	0.0	0.0
LMOf2365_2481	0.0	0.0
LMOf2365_2482	1.0	1.0
LMOf2365_2483	2.0	1.0
LMOf2365_2484	8.0	3.0
LMOf2365_2485	0.0	0.0
LMOf2365_2486	7.0	2.807354922
LMOf2365_2487	3.0	1.584962501
LMOf2365_2488	1.0	1.0
LMOf2365_2489	0.0	0.0
LMOf2365_2490	0.0	0.0
LMOf2365_2491	1.0	1.0
LMOf2365_2492	2.0	1.0
LMOf2365_2493	2.0	1.0
LMOf2365_2494	2.0	1.0
LMOf2365_2495	2.0	1.0
LMOf2365_2496	0.0	0.0
LMOf2365_2497	1.0	1.0
LMOf2365_2498	5.0	2.321928095
LMOf2365_2499	1.0	1.0
LMOf2365_2500	0.0	0.0
LMOf2365_2501	4.0	2.0
LMOf2365_2502	11.0	3.459431619
LMOf2365_2503	0.0	0.0
LMOf2365_2504	7.0	2.807354922
LMOf2365_2505	3.0	1.584962501
LMOf2365_2506	5.0	2.321928095
LMOf2365_2507	0.0	0.0
LMOf2365_2508	0.0	0.0
LMOf2365_2509	0.0	0.0
LMOf2365_2510	3.0	1.584962501
LMOf2365_2511	3.0	1.584962501
LMOf2365_2512	5.0	2.321928095
LMOf2365_2513	0.0	0.0
LMOf2365_2514	1.0	1.0
LMOf2365_2515	0.0	0.0
LMOf2365_2516	0.0	0.0
LMOf2365_2517	0.0	0.0
LMOf2365_2518	0.0	0.0
LMOf2365_2519	5.0	2.321928095
LMOf2365_2520	2.0	1.0
LMOf2365_2521	2.0	1.0
LMOf2365_2522	0.0	0.0
LMOf2365_2523	0.0	0.0
LMOf2365_2524	0.0	0.0
LMOf2365_2525	3.0	1.584962501
LMOf2365_2526	1.0	1.0
LMOf2365_2527	3.0	1.584962501
LMOf2365_2528	9.0	3.169925001
LMOf2365_2529	2.0	1.0
LMOf2365_2530	2.0	1.0
LMOf2365_2531	2.0	1.0
LMOf2365_2532	0.0	0.0
LMOf2365_2533	2.0	1.0
LMOf2365_2534	0.0	0.0
LMOf2365_2535	0.0	0.0
LMOf2365_2536	7.0	2.807354922
LMOf2365_2537	1.0	1.0
LMOf2365_2538	0.0	0.0
LMOf2365_2539	2.0	1.0
LMOf2365_2540	0.0	0.0
LMOf2365_2541	0.0	0.0
LMOf2365_2542	1.0	1.0
LMOf2365_2543	0.0	0.0
LMOf2365_2544	0.0	0.0
LMOf2365_2545	0.0	0.0
LMOf2365_2546	1.0	1.0
LMOf2365_2547	0.0	0.0
LMOf2365_2548	0.0	0.0
LMOf2365_2549	1.0	1.0
LMOf2365_2550	0.0	0.0
LMOf2365_2551	0.0	0.0
LMOf2365_2552	0.0	0.0
LMOf2365_2553	0.0	0.0
LMOf2365_2554	4.0	2.0
LMOf2365_2555	0.0	0.0
LMOf2365_2556	1.0	1.0
LMOf2365_2557	4.0	2.0
LMOf2365_2558	1.0	1.0
LMOf2365_2559	0.0	0.0
LMOf2365_2560	2.0	1.0
LMOf2365_2561	0.0	0.0
LMOf2365_2562	0.0	0.0
LMOf2365_2563	0.0	0.0
LMOf2365_2564	0.0	0.0
LMOf2365_2565	5.0	2.321928095
LMOf2365_2566	0.0	0.0
LMOf2365_2567	0.0	0.0
LMOf2365_2568	0.0	0.0
LMOf2365_2569	6.0	2.584962501
LMOf2365_2570	9.0	3.169925001
LMOf2365_2571	0.0	0.0
LMOf2365_2572	0.0	0.0
LMOf2365_2573	0.0	0.0
LMOf2365_2574	0.0	0.0
LMOf2365_2575	0.0	0.0
LMOf2365_2576	0.0	0.0
LMOf2365_2577	3.0	1.584962501
LMOf2365_2578	0.0	0.0
LMOf2365_2579	1.0	1.0
LMOf2365_2580	1.0	1.0
LMOf2365_2581	2.0	1.0
LMOf2365_2582	1.0	1.0
LMOf2365_2583	6.0	2.584962501
LMOf2365_2584	32.0	5.0
LMOf2365_2585	0.0	0.0
LMOf2365_2586	0.0	0.0
LMOf2365_2587	0.0	0.0
LMOf2365_2588	0.0	0.0
LMOf2365_2589	1.0	1.0
LMOf2365_2590	2.0	1.0
LMOf2365_2591	1.0	1.0
LMOf2365_2592	0.0	0.0
LMOf2365_2593	0.0	0.0
LMOf2365_2594	9.0	3.169925001
LMOf2365_2595	0.0	0.0
LMOf2365_2596	0.0	0.0
LMOf2365_2597	7.0	2.807354922
LMOf2365_2598	0.0	0.0
LMOf2365_2599	0.0	0.0
LMOf2365_2600	1.0	1.0
LMOf2365_2601	6.0	2.584962501
LMOf2365_2602	1.0	1.0
LMOf2365_2603	0.0	0.0
LMOf2365_2604	0.0	0.0
LMOf2365_2605	1.0	1.0
LMOf2365_2606	1.0	1.0
LMOf2365_2607	0.0	0.0
LMOf2365_2608	0.0	0.0
LMOf2365_2609	0.0	0.0
LMOf2365_2610	31.0	4.95419631
LMOf2365_2611	3.0	1.584962501
LMOf2365_2612	8.0	3.0
LMOf2365_2613	0.0	0.0
LMOf2365_2614	3.0	1.584962501
LMOf2365_2615	1.0	1.0
LMOf2365_2616	2.0	1.0
LMOf2365_2617	6.0	2.584962501
LMOf2365_2618	0.0	0.0
LMOf2365_2619	0.0	0.0
LMOf2365_2620	1.0	1.0
LMOf2365_2621	4.0	2.0
LMOf2365_2622	0.0	0.0
LMOf2365_2623	0.0	0.0
LMOf2365_2624	0.0	0.0
LMOf2365_2625	5.0	2.321928095
LMOf2365_2626	1.0	1.0
LMOf2365_2627	0.0	0.0
LMOf2365_2628	0.0	0.0
LMOf2365_2629	0.0	0.0
LMOf2365_2630	0.0	0.0
LMOf2365_2631	1.0	1.0
LMOf2365_2632	8.0	3.0
LMOf2365_2633	0.0	0.0
LMOf2365_2634	0.0	0.0
LMOf2365_2635	2.0	1.0
LMOf2365_2636	3.0	1.584962501
LMOf2365_2637	0.0	0.0
LMOf2365_2638	1.0	1.0
LMOf2365_2639	3.0	1.584962501
LMOf2365_2640	5.0	2.321928095
LMOf2365_2641	1.0	1.0
LMOf2365_2642	1.0	1.0
LMOf2365_2643	0.0	0.0
LMOf2365_2644	4.0	2.0
LMOf2365_2645	0.0	0.0
LMOf2365_2646	0.0	0.0
LMOf2365_2647	0.0	0.0
LMOf2365_2648	1.0	1.0
LMOf2365_2649	0.0	0.0
LMOf2365_2650	0.0	0.0
LMOf2365_2651	0.0	0.0
LMOf2365_2652	1.0	1.0
LMOf2365_2653	0.0	0.0
LMOf2365_2654	0.0	0.0
LMOf2365_2655	0.0	0.0
LMOf2365_2656	0.0	0.0
LMOf2365_2657	1.0	1.0
LMOf2365_2658	0.0	0.0
LMOf2365_2659	6.0	2.584962501
LMOf2365_2660	1.0	1.0
LMOf2365_2661	3.0	1.584962501
LMOf2365_2662	1.0	1.0
LMOf2365_2663	2.0	1.0
LMOf2365_2664	0.0	0.0
LMOf2365_2665	2.0	1.0
LMOf2365_2666	0.0	0.0
LMOf2365_2667	0.0	0.0
LMOf2365_2668	8.0	3.0
LMOf2365_2669	0.0	0.0
LMOf2365_2670	7.0	2.807354922
LMOf2365_2671	6.0	2.584962501
LMOf2365_2672	3.0	1.584962501
LMOf2365_2673	6.0	2.584962501
LMOf2365_2674	9.0	3.169925001
LMOf2365_2675	3.0	1.584962501
LMOf2365_2676	7.0	2.807354922
LMOf2365_2677	3.0	1.584962501
LMOf2365_2678	3.0	1.584962501
LMOf2365_2679	0.0	0.0
LMOf2365_2680	0.0	0.0
LMOf2365_2681	0.0	0.0
LMOf2365_2682	2.0	1.0
LMOf2365_2683	7.0	2.807354922
LMOf2365_2684	3.0	1.584962501
LMOf2365_2685	2.0	1.0
LMOf2365_2686	0.0	0.0
LMOf2365_2687	2.0	1.0
LMOf2365_2688	0.0	0.0
LMOf2365_2689	0.0	0.0
LMOf2365_2690	0.0	0.0
LMOf2365_2691	0.0	0.0
LMOf2365_2692	1.0	1.0
LMOf2365_2693	0.0	0.0
LMOf2365_2694	1.0	1.0
LMOf2365_2695	2.0	1.0
LMOf2365_2696	1.0	1.0
LMOf2365_2697	0.0	0.0
LMOf2365_2698	0.0	0.0
LMOf2365_2699	2.0	1.0
LMOf2365_2700	0.0	0.0
LMOf2365_2701	2.0	1.0
LMOf2365_2702	0.0	0.0
LMOf2365_2703	3.0	1.584962501
LMOf2365_2704	0.0	0.0
LMOf2365_2705	0.0	0.0
LMOf2365_2706	0.0	0.0
LMOf2365_2707	2.0	1.0
LMOf2365_2708	2.0	1.0
LMOf2365_2709	0.0	0.0
LMOf2365_2710	1.0	1.0
LMOf2365_2711	0.0	0.0
LMOf2365_2712	0.0	0.0
LMOf2365_2713	0.0	0.0
LMOf2365_2714	0.0	0.0
LMOf2365_2715	2.0	1.0
LMOf2365_2716	1.0	1.0
LMOf2365_2717	0.0	0.0
LMOf2365_2718	0.0	0.0
LMOf2365_2719	9.0	3.169925001
LMOf2365_2720	0.0	0.0
LMOf2365_2721	5.0	2.321928095
LMOf2365_2722	2.0	1.0
LMOf2365_2723	0.0	0.0
LMOf2365_2724	1.0	1.0
LMOf2365_2725	8.0	3.0
LMOf2365_2726	0.0	0.0
LMOf2365_2727	9.0	3.169925001
LMOf2365_2728	0.0	0.0
LMOf2365_2729	1.0	1.0
LMOf2365_2730	2.0	1.0
LMOf2365_2731	0.0	0.0
LMOf2365_2732	0.0	0.0
LMOf2365_2733	0.0	0.0
LMOf2365_2734	3.0	1.584962501
LMOf2365_2735	0.0	0.0
LMOf2365_2736	1.0	1.0
LMOf2365_2737	3.0	1.584962501
LMOf2365_2738	4.0	2.0
LMOf2365_2739	0.0	0.0
LMOf2365_2740	1.0	1.0
LMOf2365_2741	0.0	0.0
LMOf2365_2742	8.0	3.0
LMOf2365_2743	2.0	1.0
LMOf2365_2744	9.0	3.169925001
LMOf2365_2745	2.0	1.0
LMOf2365_2746	1.0	1.0
LMOf2365_2747	0.0	0.0
LMOf2365_2748	0.0	0.0
LMOf2365_2749	7.0	2.807354922
LMOf2365_2750	0.0	0.0
LMOf2365_2751	0.0	0.0
LMOf2365_2752	0.0	0.0
LMOf2365_2753	5.0	2.321928095
LMOf2365_2754	2.0	1.0
LMOf2365_2755	0.0	0.0
LMOf2365_2756	0.0	0.0
LMOf2365_2757	0.0	0.0
LMOf2365_2758	0.0	0.0
LMOf2365_2759	4.0	2.0
LMOf2365_2760	3.0	1.584962501
LMOf2365_2761	1.0	1.0
LMOf2365_2762	1.0	1.0
LMOf2365_2763	0.0	0.0
LMOf2365_2764	0.0	0.0
LMOf2365_2765	0.0	0.0
LMOf2365_2766	0.0	0.0
LMOf2365_2767	2.0	1.0
LMOf2365_2768	1.0	1.0
LMOf2365_2769	0.0	0.0
LMOf2365_2770	1.0	1.0
LMOf2365_2771	0.0	0.0
LMOf2365_2772	3.0	1.584962501
LMOf2365_2773	2.0	1.0
LMOf2365_2774	0.0	0.0
LMOf2365_2775	2.0	1.0
LMOf2365_2776	104.0	6.700439718
LMOf2365_2777	3.0	1.584962501
LMOf2365_2778	0.0	0.0
LMOf2365_2779	0.0	0.0
LMOf2365_2780	1.0	1.0
LMOf2365_2781	0.0	0.0
LMOf2365_2782	0.0	0.0
LMOf2365_2783	0.0	0.0
LMOf2365_2784	1.0	1.0
LMOf2365_2785	0.0	0.0
LMOf2365_2786	0.0	0.0
LMOf2365_2787	0.0	0.0
LMOf2365_2788	0.0	0.0
LMOf2365_2789	2.0	1.0
LMOf2365_2790	1.0	1.0
LMOf2365_2791	1.0	1.0
LMOf2365_2792	1.0	1.0
LMOf2365_2793	0.0	0.0
LMOf2365_2794	0.0	0.0
LMOf2365_2795	2.0	1.0
LMOf2365_2796	1.0	1.0
LMOf2365_2797	1.0	1.0
LMOf2365_2798	0.0	0.0
LMOf2365_2799	1.0	1.0
LMOf2365_2800	0.0	0.0
LMOf2365_2801	6.0	2.584962501
LMOf2365_2802	0.0	0.0
LMOf2365_2803	0.0	0.0
LMOf2365_2804	1.0	1.0
LMOf2365_2805	0.0	0.0
LMOf2365_2806	0.0	0.0
LMOf2365_2807	0.0	0.0
LMOf2365_2808	1.0	1.0
LMOf2365_2809	0.0	0.0
LMOf2365_2810	0.0	0.0
LMOf2365_2811	4.0	2.0
LMOf2365_2812	3.0	1.584962501
LMOf2365_2813	0.0	0.0
LMOf2365_2814	0.0	0.0
LMOf2365_2815	2.0	1.0
LMOf2365_2816	3.0	1.584962501
LMOf2365_2817	0.0	0.0
LMOf2365_2818	2.0	1.0
LMOf2365_2819	0.0	0.0
LMOf2365_2820	0.0	0.0
LMOf2365_2821	1.0	1.0
LMOf2365_2822	0.0	0.0
LMOf2365_2823	0.0	0.0
LMOf2365_2824	0.0	0.0
LMOf2365_2825	2.0	1.0
LMOf2365_2826	0.0	0.0
LMOf2365_2827	3.0	1.584962501
LMOf2365_2828	0.0	0.0
LMOf2365_2829	0.0	0.0
LMOf2365_2830	0.0	0.0
LMOf2365_2831	2.0	1.0
LMOf2365_2832	1.0	1.0
LMOf2365_2833	1.0	1.0
LMOf2365_2834	0.0	0.0
LMOf2365_2835	1.0	1.0
LMOf2365_2836	3.0	1.584962501
LMOf2365_2837	1.0	1.0
LMOf2365_2838	1.0	1.0
LMOf2365_2839	4.0	2.0
LMOf2365_2840	0.0	0.0
LMOf2365_2841	1.0	1.0
LMOf2365_2842	0.0	0.0
LMOf2365_2843	5.0	2.321928095
LMOf2365_2844	0.0	0.0
LMOf2365_2845	3.0	1.584962501
LMOf2365_2846	0.0	0.0
LMOf2365_2847	0.0	0.0
