Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	LOGFC_prfA_Star vs EGDe_280212.gr	STAT_prfA_Star vs EGDe_280212_TSTUDENTTILING.gr	CORR_prfA_Star vs EGDe_280212_ARRAYSCORR.gr	STAT_prfA_Star vs EGDe_280212_FDRBY.gr	STAT_prfA_Star vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1396	0.5799978677238506	0.48630313086145294	-0.2243324173400003	0.2689540255858307	-0.3867814518359743	1.0	1.0												
lmo1397	0.19006741478916922	0.8445813588953683	0.014266771809999579	0.9730103913138579	0.07506163971254559	1.0	1.0												
lmo1398	-0.06044319834657941	0.9342638173036899	-0.82858818945	7.67118434886694E-6	13.708543096923847	0.5001305895149472	0.5109966427641007												
lmo1399	0.1905403920253601	0.7609726498918838	-0.721840576955	6.530720158806189E-13	-3.788386122659631	0.5000000000309824	0.5000000009361787												
lmo13a			-0.5194767814050008	0.39292281363770376	5.194767814050008E-7	1.0	1.0												
lmo1400	-0.11575228904541923	0.8903757275407884	0.28287765627499994	0.20307058698930747	-2.4438191124151643	1.0	1.0												
lmo1401	-0.05688113901067027	0.9447368292668512	0.23652954143499993	0.22396251109355247	-4.158312325472766	1.0	1.0												
lmo1402	-0.32202390095359945	0.6926181546212784	0.34615933523999987	0.8066633738164943	-1.074949201642887	1.0	1.0												
lmo1403	0.07409671925148054	0.9302995427189216	0.2549411090899998	0.014262856635737474	3.4406531310076294	0.6141757336942308	1.0												
lmo1404	0.34196298843234985	0.6880902425952657	0.6293242242299999	2.8955051418367187E-5	1.8403284727244638	0.5004486131800394	0.5415070662082293												
lmo1405	0.6019442319447101	0.4549186487781376	0.5974287969299996	0.009539679412988713	0.9924985824681425	0.5802500970857069	1.0												
lmo1406	0.06978572910323955	0.9272867965928828	-0.1312826978849997	0.2048601392112116	-1.8812255682072594	1.0	1.0												
lmo1407	0.07691220657044084	0.9227065972470314	-0.2470753660649998	0.12801563391327253	-3.212433722580996	1.0	1.0												
lmo1408	-0.7895784732682296	0.40788315427930955	-1.2030860138220003	2.3449909594951404E-5	1.5237067049740818	0.5003737272216875	0.5336154454043628												
lmo1409	-0.48968543227449945	0.6375600971168698	-1.4007948647100008	2.6696975200579266E-7	2.860601464502557	0.5000059411996688	0.5003827011395003												
lmo1410	0.6763987853218802	0.4897271388285227	0.021009163540000486	0.5033097328922569	0.031060321212733673	1.0	1.0												
lmo1411	0.6696897911061397	0.5070095871273117	0.7340785144550002	0.04693432554581829	1.0961470881055366	0.8258464911246142	1.0												
lmo1412	1.1956942278756193	0.23683295444836272	0.14740686170999995	0.27114549749229966	0.12328140278129182	1.0	1.0												
lmo1413	0.64674117358655	0.5277396257510496	0.19468313417549998	0.4698606363170006	0.3010217102706954	1.0	1.0												
lmo1414	0.08667356358952105	0.912927138355142	-0.4489530345630004	0.001891752520736954	-5.179815112820392	0.5191471838918563	1.0												
lmo1415	-0.059700861967231234	0.9399991879260693	-0.762329404195	2.6553377800235908E-6	12.769152388677893	0.5000504671392032	0.5038064267076638												
lmo1416	0.6459673842970499	0.4484634625636552	-0.7820436388050003	0.014448941120740152	-1.2106549925210703	0.6152891202096895	1.0												
lmo1417	0.20411617854231956	0.815224844823923	-0.41188214810900003	0.0034547849733699695	-2.017880949224239	0.5323781942777805	1.0												
lmo1418	0.3151915905951306	0.7244477597387156	0.10805821507199997	0.5456733898878591	0.342833433049306	1.0	1.0												
lmo1419	0.35533956658939125	0.6573048529760248	-0.2539567291420002	0.3920882797590267	-0.7146874511598004	1.0	1.0												
lmo1420	0.4996705444767109	0.537531531725618	0.005234718130499694	0.9641289732539502	0.010476339236650117	1.0	1.0												
lmo1421	-0.5417491655368796	0.5176798282665538	-1.1210852246499998	4.9800343629941356E-15	2.0693806210831753	0.5000000000003209	0.5000000000071388												
lmo1422	-0.6704198536601798	0.4675722292902069	-0.7739185712050001	6.537491135415101E-8	1.1543789566788119	0.5000016035604893	0.5000937149354262												
lmo1423	0.01679009965066136	0.983085855540708	0.0703972563784998	0.5885328887338098	4.1927837144032	1.0	1.0												
lmo1424	0.04443235630392195	0.9557570779553322	-0.6811261315230004	2.0463156061073147E-6	-15.329507327138508	0.5000393917018991	0.5029333934213548												
lmo1425	-0.4615087207691779	0.5579536132991625	-1.1680829954135004	1.3998805834938043E-11	2.531009584102124	0.5000000005692451	0.5000000200672882												
lmo1426	-0.6468292173629191	0.43390673885566433	-1.1499572431960003	2.2825632020597023E-13	1.7778375069145789	0.5000000000115447	0.5000000003272055												
lmo1427	-0.9100854944372898	0.2850561356849385	-1.466555167204	6.133942830831715E-11	1.6114476894401861	0.5000000022959729	0.5000000879300704												
lmo1428	-1.3706715340660907	0.10806496707313984	-1.781782491455	5.926712196700068E-26	1.2999339719045238	0.5	0.5												
lmo1429	1.4704408264829105	0.08511350564619269	-0.11253663905500022	0.7942319461275837	-0.07653258603011735	1.0	1.0												
lmo1430	1.6209778901887404	0.08244984878144512	0.48087089632400026	0.2373340682349937	0.2966548151178111	1.0	1.0												
lmo1431	0.7737552450975205	0.3436840224749216	-0.15621433486000047	0.5841258072953206	-0.20189114820192522	1.0	1.0												
lmo1432	-0.535134719008191	0.5043239915571522	-0.8124564614375003	4.262412978137202E-6	1.5182279014587063	0.5000771762387692	0.5061101690041597												
lmo1433	-2.5243409748419596	0.01446494982460067	-2.046045938923	5.974388917100066E-29	0.8105267708737708	0.5	0.5												
lmo1434	-0.1970452858622913	0.8019713172597395	0.20372112107449958	0.2621653158739006	-1.0338797002069555	1.0	1.0												
lmo1435	-0.014623321383449905	0.985423605136039	0.5172329331930001	5.509782956831272E-4	-35.37041412345514	0.5062617189024887	1.0												
lmo1436	0.10693144089900919	0.8956348210916592	0.5315034472039999	3.6039584703146765E-4	4.970506735301317	0.5043077907637579	1.0												
lmo1437	0.5872525984135901	0.4768360928893285	0.3110801913265	0.008728123771123501	0.5297212684402846	0.5743427989110873	1.0												
lmo1438	0.31432580662340825	0.6940022633336889	0.22585391832799973	0.02208530769254989	0.7185344428260511	0.6679006424041216	1.0												
lmo1439	0.1336946927857099	0.8155427714098509	-1.0862108745294998	7.381117066572479E-4	-8.12456240331479	0.5081611103866049	1.0												
lmo1440	0.5565835048235801	0.49413642272322567	-0.15107735198999972	0.34613903140189883	-0.27143699136014926	1.0	1.0												
lmo1441	0.10551626600998887	0.8985879093308473	-1.0961687367450001	4.1711824893272656E-17	-10.388623272939071	0.5000000000000036	0.5000000000000598												
lmo1442	0.14460439449447016	0.8605242106494437	-1.3955462242900003	3.0428963571139224E-11	-9.650787095155449	0.5000000011712101	0.5000000436199192												
lmo1443	0.06467551774889024	0.9350842937098742	-1.45342315081	6.933555654786903E-7	-22.472539863586	0.5000140601531322	0.5009939252031137												
lmo1444	0.22035259504369975	0.7407252736074144	-0.3335306906155	0.4274574492992833	-1.5136227034192862	1.0	1.0												
lmo1445	0.4188225012655611	0.6279086160790017	-0.36809646192700063	0.12260136052362858	-0.8788841593150297	1.0	1.0												
lmo1446	0.16834069722641853	0.8487044244540447	-0.020855751819500057	0.5099102173354143	-0.12389013567794027	1.0	1.0												
lmo1447	0.694257190322201	0.4221331820400418	0.25420295181300023	0.4725302339742874	0.3661509817349187	1.0	1.0												
lmo1448	-0.2447814436981819	0.7562479521248545	-0.07831817922100015	0.9963617521083235	0.31995145562409255	1.0	1.0												
lmo1449	0.2357913409866601	0.7743484898667841	0.820725379442	1.085869587056026E-5	3.480727392310952	0.5001815688605585	0.5155659405304481												
lmo1450	0.5387216529447088	0.5016861622154241	0.7855015984739999	2.9147928989962673E-7	1.4580843264427301	0.500006382203893	0.5004178355620711												
lmo1451	0.41449507602236046	0.6214584230985194	-1.0025050758099998	1.7639156033159455E-10	-2.418617575461665	0.5000000062579701	0.5000002528573018												
lmo1452	-0.5703375074126598	0.4996125814924045	-0.799816971137	6.499458574497509E-5	1.4023573072817452	0.5009381150587742	0.5931697386654218												
lmo1453	-0.028326632144899833	0.9745838054991836	0.2419827919109998	0.19526789804563038	-8.542589555764343	1.0	1.0												
lmo1454	-0.2936732407957905	0.7142711282014294	-1.3885332940265005	6.13994629693129E-27	4.728157357013114	0.5	0.5												
lmo1455	0.362246521091631	0.6532611798366745	0.7713886801090002	3.4992560698357895E-14	2.1294578006834075	0.5000000000019468	0.5000000000501619												
lmo1456	0.5471911411384607	0.4951353768960076	0.2375651187269998	0.1960756317362642	0.4341538100063769	1.0	1.0												
lmo1457	0.31016588981822935	0.6991328620830863	-0.06240220858299983	0.3373520377546697	-0.2011897846651359	1.0	1.0												
lmo1458	-0.19753701267779	0.8107880511315135	0.14917091962999995	0.1544616395570566	-0.7551542751804099	1.0	1.0												
lmo1459	-0.5504649045976802	0.5038770256409759	-0.448135281101	0.002148286331703765	0.8141032740834402	0.521430010417621	1.0												
lmo1460	0.005587546668230914	0.9943869307437658	-0.7222436844060001	4.316012029151427E-6	-129.2595350500529	0.5000779161943432	0.5061870032437886												
lmo1461	-0.36211534492092845	0.6612312326506682	-1.01516383418	8.282857584916177E-5	2.803426721399148	0.5011679795762651	0.6187347634797734												
lmo1462	-0.34359056033735946	0.6625715265724035	-0.19578686593250016	0.363227350457207	0.569826091090116	1.0	1.0												
lmo1463	0.18770710731772944	0.8256082498553154	0.6774597441165	4.6636387322071136E-4	3.6091320877358815	0.50540549863385	1.0												
lmo1464	0.3093169993742704	0.7265986909041153	0.593559404614	0.06001212267899158	1.9189356091476863	0.9033702109114063	1.0												
lmo1465	0.1663518509710613	0.855169026423447	0.7572683020450004	0.002381410078357874	4.552208452292697	0.5234875212142756	1.0												
lmo1466	0.6377604235424901	0.4717236851436857	0.5900985121354998	1.997907105368256E-4	0.9252667464966727	0.5025393571325187	0.7863999835545394												
lmo1467	0.12548662589398063	0.8836434501386197	0.27714790422299984	0.2416999813673626	2.2085851958212075	1.0	1.0												
lmo1468	0.25540043800502055	0.6627460625940857	-0.4233242754709998	0.13761136961989828	-1.657492362885761	1.0	1.0												
lmo1469	0.19639994338142053	0.6357252306021812	-0.6795212016849996	0.014217896381457365	-3.4598849163888428	0.6139310268896557	1.0												
lmo1470	0.21414553332590813	0.7994064271325403	-0.17387314718049995	0.23761153565514825	-0.8119391727675327	1.0	1.0												
lmo1471	-0.18869127807935904	0.8294524042707401	0.15141605940899971	0.6242562238502689	-0.8024539393141306	1.0	1.0												
lmo1472	0.0357044664711097	0.9642154478346903	-0.6322666140590005	3.0848401051685E-5	-17.708333901883105	0.500473156212432	0.5442211829075905												
lmo1473	-0.51432355594374	0.5157162956547863	-0.03399232465699997	0.26195999998788433	0.06609132376724793	1.0	1.0												
lmo1474	-0.4094305673004186	0.6368483756785334	0.00826873470849998	0.935247121252901	-0.02019569462783373	1.0	1.0												
lmo1475	-0.21778037996251065	0.7924711213978115	-0.6772275618204999	1.6345544353637015E-6	3.109681239132193	0.5000317565721969	0.5023431337830939												
lmo1476	0.09150459496106045	0.9152612375643074	-0.272708665328	0.019924361450541057	-2.9802729080878447	0.6532812423347533	1.0												
lmo1477	0.3209765546735497	0.566376703458789	-0.6189239396339996	0.03912476664377186	-1.9282527979760962	0.7772899965042919	1.0												
lmo1478	0.27453326232050923	0.7712636903054597	-1.3954549975150004	0.0024567697234939003	-5.083008833683144	0.5240563214276235	1.0												
lmo1479	0.2164159004400208	0.7858298779747659	-0.5180768231200004	0.0028430808752983954	-2.393894450761876	0.5273575298809813	1.0												
lmo1480	0.42260020114066066	0.5091617293363515	-0.5670117592149997	0.30488293632383867	-1.3417214608146206	1.0	1.0												
lmo1481	-0.3174680229846105	0.7363955797274027	0.20830669404050006	0.27819060146376196	-0.656150159887435	1.0	1.0												
lmo1482	1.0224867791789896	0.3146079151757235	0.5180387769220003	0.026455096450212056	0.5066459415132604	0.6967226191563394	1.0												
lmo1483	0.6927704623491291	0.390193849154006	-0.13355443472950013	0.2593276376636062	-0.19278309626052437	1.0	1.0												
lmo1484	0.018690212760620106	0.9721584787564463	-0.46013119379900047	0.19135642575396428	-24.6188312402996	1.0	1.0												
lmo1485	0.7177595945491007	0.4647833589313799	0.16551767813999962	0.6157136376992143	0.2306032262013557	1.0	1.0												
lmo1486	0.21375491473554042	0.8057855904738684	0.2055701920349997	0.8211203226234796	0.9617097800503585	1.0	1.0												
lmo1487	0.2793308366570404	0.7264438950006868	0.05799152922900053	0.8566440522918582	0.20760876215110452	1.0	1.0												
lmo1488	0.7708430602761993	0.33864290863287616	0.8290572755389998	3.0861535769178124E-4	1.0755201911553072	0.5037474149206898	0.9424001152511684												
lmo1489	0.6767848400380707	0.42850910474491943	1.2361994558349996	0.0016332897763100282	1.8265767533526025	0.5167290052668176	1.0												
lmo1490	0.4456765418243087	0.59748464472026	0.9748885660709998	6.168733118656817E-11	2.1874352239416566	0.5000000023019555	0.5000000884287893												
lmo1491	0.3800252553001098	0.6480298570366099	0.515601635805	4.517217092207412E-4	1.356756238207969	0.5052606938243127	1.0												
lmo1492	0.7709958276706885	0.3602024224820295	0.6058421791619999	0.09642185223293576	0.7857917739870962	1.0	1.0												
lmo1493	-0.09936272346677022	0.9019079751171796	-1.3106945232449998	2.0728936120993462E-32	13.191008433694293	0.5	0.5												
lmo1494	0.016552044706710234	0.9834345207285724	-0.9559181009660005	0.002225079826439867	-57.752266738288185	0.5220701465080096	1.0												
lmo1495	-0.0356774812883387	0.9636728601656989	-0.6243360534480002	1.621305699613856E-5	17.499443091350358	0.5002645930458288	0.5232414172039647												
lmo1496	0.3361114738521085	0.6759683195403763	0.29521125902900014	0.44288304740801465	0.8783135417712495	1.0	1.0												
lmo1497	-8.359445312802194E-4	0.9992736646152455	0.3237668154179998	0.35464328689505387	-387.30657753351454	1.0	1.0												
lmo1498	0.3957572456506897	0.6762135846837076	0.3247256070365001	0.21906752319228506	0.820517149351487	1.0	1.0												
lmo1499	0.22054185006236882	0.8141515234966259	0.4705695196014996	0.5899125021917269	2.1336971620960985	1.0	1.0												
lmo1500	1.0768228066525296	0.18335422912106236	-0.47936753783999997	0.0032593617955872906	-0.44516844821497437	0.5306876758399734	1.0												
lmo1501	-0.0067776407999904364	0.9933039072122682	-0.27954600596849977	0.24841639075291733	41.2453262452171	1.0	1.0												
lmo1502	0.11110524687761014	0.8887626861957145	0.40398934925050023	0.25184596000398796	3.6360960495008983	1.0	1.0												
lmo1503	0.08947106677820926	0.9109379963590767	0.4691539435890002	0.07527920639906101	5.243638647474615	0.9890573725643487	1.0												
lmo1504	-0.24852605493587987	0.7525929423344542	0.16738255119699952	0.4292212471768827	-0.6735010187973429	1.0	1.0												
lmo1505	0.2169736138276397	0.7801828300897369	-0.5572970263130008	0.27100423044084576	-2.5685013789543483	1.0	1.0												
lmo1506	0.19266668922360886	0.7447041225717883	-0.4300507348379998	0.21434812713201856	-2.2320969783151416	1.0	1.0												
lmo1507	0.11927816036282923	0.9046045127919826	-0.09738133906000002	0.8568717455943238	-0.8164222080871987	1.0	1.0												
lmo1508	-0.23474372907131968	0.820604641815482	0.2610208440299999	0.38136951457187984	-1.1119395822100822	1.0	1.0												
lmo1509	-0.20826428352782145	0.7976009907641513	-0.37954475518100006	3.868183228938463E-5	1.8224188456697028	0.5005823596437057	0.5554504065868329												
lmo1510	-0.5616058305316898	0.5104483178398966	-0.43752621735999986	0.07225037359657749	0.7790628116267598	0.9723990682032609	1.0												
lmo1511	0.23014210658989942	0.7914267015802914	0.1672389319449996	0.6017443059791183	0.7266768103544398	1.0	1.0												
lmo1512	-0.0961689106379211	0.9060257805802641	-0.5508139770220004	2.04514198836122E-4	5.727568019313767	0.5025859664583606	0.793171104031581												
