Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	LOGFC_prfA_Star vs EGDe_280212.gr	STAT_prfA_Star vs EGDe_280212_TSTUDENTTILING.gr	CORR_prfA_Star vs EGDe_280212_ARRAYSCORR.gr	STAT_prfA_Star vs EGDe_280212_FDRBY.gr	STAT_prfA_Star vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo1187	0.17425690338918987	0.7930782169294908	-1.057156741730001	0.014174263370921524	-6.066656305540561	0.6137916398193712	1.0												
lmo1188	-0.0060079155694703346	0.9949595601868527	0.0036300941100000372	0.8018951624575523	-0.6042185626653324	1.0	1.0												
lmo1189	-0.5144025487730186	0.5518413330189018	-1.0291966412710005	0.008085889575784202	2.000761162101349	0.5693065655730417	1.0												
lmo1190	-0.3210009957514206	0.715421823878913	-1.6643197115600001	2.4273756009814836E-6	5.184780525879832	0.5000464228487879	0.5034796429240069												
lmo1191	0.28239957377615	0.6994080348520335	-0.9044394585699989	0.0031264187147460555	-3.2026941346835103	0.5295496371849147	1.0												
lmo1192	0.13640862343719995	0.851697588184722	-0.815607396925	0.006531386456655596	-5.979148358611585	0.5572247303424154	1.0												
lmo1193	-0.009701754631450399	0.9883918778216839	-0.8658392795249998	0.026792819284004572	89.24563776517176	0.6985103483251915	1.0												
lmo1194	-0.20300264626725983	0.8224433980021668	-0.7665653175299996	0.013291308176711756	3.7761346052641622	0.6073173232817615	1.0												
lmo1195	0.03403317583210885	0.9164556048174104	-0.613363446240001	0.0566035046081665	-18.022515714249586	0.8834069211913591	1.0												
lmo1196	-0.0043871934316799255	0.9951681034869542	-0.9366015507350003	2.4655054554173207E-4	213.48535580213996	0.5030605806804184	0.8534302070340729												
lmo1197	0.20880392363236933	0.6785096735707081	-0.6940293041300007	0.022022593312283782	-3.323832675443128	0.6675943435322447	1.0												
lmo1198	0.17373078090221927	0.8481136548486061	-0.5732698010400008	0.014222979577601344	-3.2997595363521315	0.6139310268896557	1.0												
lmo1199	-0.2682541866184396	0.7881679213875572	-0.5963904318700002	0.08539456242231523	2.2232287942566065	1.0	1.0												
lmo1200	-0.15858710533051035	0.7914062518819298	-0.41877621710999957	0.1919154083008361	2.64067003579661	1.0	1.0												
lmo1201	0.07579771552517034	0.9413510109486045	-0.6665268151150001	0.005098682178932577	-8.7934947708769	0.545914958697468	1.0												
lmo1202	0.2522911627331794	0.7003707812647466	-0.6597084761099996	0.018246095602596463	-2.614869537890634	0.6417960613069216	1.0												
lmo1203	-0.6096701024467395	0.3962714282926879	-0.4874212634749999	0.10911531644638184	0.7994836248634659	1.0	1.0												
lmo1204	0.16346200147975942	0.8591691389853819	-1.0284312231999992	0.0013016579966028542	-6.291561426447749	0.5136055084153796	1.0												
lmo1205	-0.2424961988190404	0.8019651708348877	-0.6990211007300005	0.1304523319384402	2.882606424901678	1.0	1.0												
lmo1206	0.1347348123724208	0.8904293739032403	-0.9925907837499999	0.0036406812034294952	-7.366995702687272	0.5338354265784656	1.0												
lmo1207	0.020869141179259643	0.9836057791163644	-0.6178088551299994	0.009002902950696123	-29.603942482501186	0.576417370170206	1.0												
lmo1208	0.334296502703201	0.7300085124445861	-0.12967385012500054	0.20449279697690192	-0.3879007081331302	1.0	1.0												
lmo1209	0.18605156463009997	0.8412929203668977	0.012756156460000057	0.6703111527043044	0.0685624788233376	1.0	1.0												
lmo1210	0.2145456393391605	0.7992706265643912	-0.9789155121519997	0.2167937662914804	-4.562737863921342	1.0	1.0												
lmo1211	0.4687111201138787	0.563481622228569	-1.098938455512	3.089368548374615E-6	-2.3445965080687663	0.5000578184909017	0.504428609814095												
lmo1212	0.3885739496700902	0.6889177509389928	0.15104967131499958	0.2768319413766691	0.3887282496504072	1.0	1.0												
lmo1213	-0.04369755686830068	0.9615735362690104	-0.4607046410700002	0.04595003336921657	10.543029727234181	0.8202846308427703	1.0												
lmo1214	0.0015221549080299823	0.9986146477821891	-1.2019789455900005	3.098731205287578E-7	-789.6561245173377	0.5000067367478186	0.500444203118278												
lmo1215	0.8611441913195899	0.382815016432692	0.4542433100700003	0.05792322978437265	0.5274880962431302	0.8912635186784743	1.0												
lmo1216	0.9573589011403296	0.238138652503169	-0.004828843849999931	0.38021949089212237	-0.005043922236737128	1.0	1.0												
lmo1217	-0.4853307832637803	0.5435835087968724	-1.2073280091300003	8.555987708929126E-18	2.4876394631531333	0.5000000000000008	0.5000000000000122												
lmo1218	-0.39795010556450094	0.6168387540361857	-1.2267238024900005	3.2497950910247505E-13	3.0826070538412496	0.5000000000160391	0.5000000004658581												
lmo1219	0.5301711743354991	0.5462484151152784	-0.6594981148100003	0.036170149730486385	-1.2439343116618813	0.7595051967856661	1.0												
lmo1220	0.27877125939516034	0.726708069861695	-0.6915417371699999	0.005693810710923866	-2.4806780249528315	0.5506187692154135	1.0												
lmo1221	0.15904115591303025	0.8477750655003686	0.08020604558	0.8434218384317816	0.504310001518473	1.0	1.0												
lmo1222	0.010633497737270403	0.9893731623472153	0.11848440114000036	0.29078198800091426	11.142561372323671	1.0	1.0												
lmo1223	0.4814270367108602	0.6257065856744262	-0.33337863461999984	0.6121386128972733	-0.6924800835816444	1.0	1.0												
lmo1224	-0.37424010518882067	0.7132762572067812	-0.09976717922499967	0.47588305512609075	0.2665860174837828	1.0	1.0												
lmo1225	0.08467145976355983	0.9262099276716744	0.8404010789099998	0.03805660907645219	9.925435102415518	0.7706599507134833	1.0												
lmo1226	-0.10925329784846838	0.8951600636153328	-0.57905541967	1.3956121198228752E-7	5.3001184501829455	0.5000032599296269	0.5002000609973766												
lmo1227	0.11547757387426927	0.8878970820154692	-0.8451113397850001	0.00263219805501677	-7.318402278741569	0.5255290108889952	1.0												
lmo1228	0.5436682952580707	0.5105675191368786	-0.26514331586550033	0.0593526548494037	-0.4876931728005971	0.8996851494291886	1.0												
lmo1229	0.5793535882661285	0.474195265389763	-0.5350895625500001	0.01068869785137171	-0.923597563538701	0.5888774877571082	1.0												
lmo1230	0.40024077507140987	0.6176940773423749	-0.5605046190949998	0.0049833986992452615	-1.4004185830266698	0.5451486807897065	1.0												
lmo1231	-0.015964923112540497	0.9854625504808041	-0.39507601681500004	1.8075050737455435E-4	24.746502944612782	0.5023190276667656	0.7591058523214236												
lmo1232	0.5981325683377605	0.4755793944023474	0.38808519231499994	1.7316491407631632E-5	0.6488280572875468	0.5002814749204906	0.52482319043284												
lmo1233	0.20760838861139952	0.7959499563547165	-0.4669439460250002	0.3383644599015714	-2.2491574119339846	1.0	1.0												
lmo1234	-0.1872798999920402	0.8184908668395741	-0.8148661611800003	5.120145713742412E-10	4.351060424608481	0.5000000168920824	0.500000733972888												
lmo1235	-0.20324474916036017	0.8118780456531578	-0.4746353077100003	4.1775091201399925E-4	2.3352893969994417	0.5049307550694845	1.0												
lmo1236	0.006906536043560507	0.9930325212929461	-0.8951397454079999	0.06979400647865663	-129.607626712179	0.9582969858953148	1.0												
lmo1237	0.3876279503986009	0.63587776213754	-0.24643128929000002	0.04086208428641176	-0.6357417958034057	0.7871092232366921	1.0												
lmo1238	0.03534438503450943	0.965491227727278	-0.06860637321999996	0.5105264318399225	-1.941082668520454	1.0	1.0												
lmo1239	0.22267881999377082	0.7884770229118812	0.2732971716499999	0.3716419437864604	1.2273155195345704	1.0	1.0												
lmo1240	0.27646428411322077	0.7290051577453833	-0.13596289795000005	0.3550728742923076	-0.4917919086225221	1.0	1.0												
lmo1241	-2.5539983749815294	0.0033499073814556857	-3.5252994319100006	8.30428111284518E-40	1.3803060590966492	0.5	0.5												
lmo1242	0.39401062895604966	0.6412841241148994	-0.40887690060900006	0.0742019525646562	-1.0377306360804004	0.9833517919795924	1.0												
lmo1243	0.7416627860176197	0.4092059939286301	0.12388320491499982	0.5193185191225921	0.1670344086969691	1.0	1.0												
lmo1244	0.2577188836575104	0.760952500157704	-1.045821256675	1.5792667661389346E-4	-4.057992343567731	0.50207180383241	0.7263878909260163												
lmo1245	1.4459718940489799	0.1252397938648726	0.23893364441249965	0.14680262101314412	0.1652408635298178	1.0	1.0												
lmo1246	0.20824562360409082	0.8255827347883913	0.9124363764449999	9.419757373217211E-8	4.381539264324188	0.5000022607072143	0.5001350322219451												
lmo1247	0.07604471959090908	0.9392179433780294	-0.16493937076999998	0.6874917621481096	-2.168978617546484	1.0	1.0												
lmo1248	0.7337102059289906	0.4614539756603069	0.248710955685	0.5906248459001399	0.3389770970544065	1.0	1.0												
lmo1249	0.33155524862976016	0.6299635036922735	-0.6964864616360007	0.3663441999779191	-2.100664865099905	1.0	1.0												
lmo1250	-0.6879025279695794	0.5062124041304852	-1.2670677162265003	2.3179334201695163E-5	1.8419291465120664	0.5003698966285056	0.53322757557813												
lmo1251	0.0675437462747297	0.9430447245001419	-0.5932852079400002	0.028006296875397615	-8.783717822325874	0.7065011048947675	1.0												
lmo1252	1.11820184172419	0.1675483430039213	-0.7423030493890002	2.9141932690074563E-4	-0.6638363680786111	0.503556249292459	0.9177496051122189												
lmo1253	0.5172084293316601	0.5197848521307831	-0.8163555321550002	4.1736850452840246E-5	-1.578387910672492	0.5006252769168881	0.5598297751241464												
lmo1254	-0.33208806053765905	0.6699500399456706	-0.7070765194545006	6.330050981175528E-4	2.129183802361716	0.5071016168410486	1.0												
lmo1255	-0.17216929750478016	0.8118332959698046	-1.020059414117	9.154133291096614E-19	5.924746333408713	0.5000000000000001	0.5000000000000013												
lmo1256	-0.7748476972646596	0.44576497034855755	-1.37697033366	0.008395306495871948	1.7770851465661353	0.5717075930580063	1.0												
lmo1257	-0.10397983492759089	0.8523923374057787	-0.6159782901550002	0.06208780289192423	5.924016811374561	0.9152694489300734	1.0												
lmo1258	-0.6590937771882208	0.44865469373809863	-1.5151259503350003	1.3531593065655377E-10	2.298801783258709	0.5000000048856686	0.5000001939753866												
lmo1259	0.011289067754551851	0.988633877190259	-0.608125659853	1.842603832857852E-4	-53.868545487983134	0.5023566485042777	0.7641372594401731												
lmo1260	0.2958502844345201	0.7205109459849248	0.2713624292619996	0.1522219242414906	0.91722889427223	1.0	1.0												
lmo1261	-0.6197948852899593	0.42706517855280346	-2.0445176077695004	2.768671946225725E-11	3.298700354413237	0.5000000010758103	0.5000000396889124												
lmo1262	0.19118171535093964	0.8226868472774234	0.3176852619649999	0.3767703263182326	1.6616927062394333	1.0	1.0												
lmo1263	0.49829283970711913	0.24695384115087826	-0.7593188675849998	0.558105736387692	-1.5238406155531024	1.0	1.0												
lmo1264	0.3512137012247303	0.4820429953779095	-0.7891809928000004	0.21254103996981255	-2.247010837128558	1.0	1.0												
lmo1265	0.6092134671060707	0.28021330670420497	-0.43513767921000035	0.34609972969167746	-0.7142614251077252	1.0	1.0												
lmo1266	-0.12079497896541103	0.9025945271218214	-0.013095342015000178	0.6994488773328621	0.10840965516248781	1.0	1.0												
lmo1267	0.08079796215453072	0.9202603232364204	0.4575772103699993	9.601892647257805E-5	5.663227118214402	0.5013279702780546	0.6376431310984406												
lmo1268	0.15293132633081896	0.8398458271792197	-0.5351868241000002	5.004451746876003E-4	-3.4995238512630915	0.5057456429373296	1.0												
lmo1269	0.3167089680686992	0.6921288410429722	-0.564350714875	0.00792918836701573	-1.781922117066743	0.5681772366720561	1.0												
lmo1270	0.16973452570540815	0.8308972595378954	-0.5479944686799998	0.00354627553402214	-3.228538604049838	0.5331341595972663	1.0												
lmo1271	0.09355567296570833	0.9103267515613864	0.06337521271000002	0.856983539458432	0.6774064116157811	1.0	1.0												
lmo1272	0.34170327768960895	0.6957697177583224	0.5874310034199999	2.4823955398728493E-5	1.719126042313241	0.5003930667138776	0.5355851400640773												
lmo1273	-0.0662383896765002	0.9388557208760093	0.5606762428799996	0.008151925840908583	-8.464521037094508	0.5698236859124302	1.0												
lmo1274	0.10979345767699034	0.8521280781268383	-0.5979316126	0.08547207679102353	-5.445967594527355	1.0	1.0												
lmo1275	-0.1239495390317309	0.8803059251975132	0.17842670042499975	0.42792117538079877	-1.439510802693044	1.0	1.0												
lmo1276	-0.04812761848902092	0.9539507907029416	-0.24969734844500024	0.03212483670455077	5.188234038672873	0.7340927900963683	1.0												
lmo1277	-0.19810332655154994	0.8013823611564462	-0.7954230616300002	7.801201141972905E-5	4.015192856557193	0.5011064338640802	0.6118302183701816												
lmo1278	-0.3889541341891203	0.6427946069016932	-0.21917369347500015	0.2222560478357093	0.5634949579130372	1.0	1.0												
lmo1279	-0.09951671205915957	0.9086465803525384	0.5371264256799999	7.050114672924519E-5	-5.397348993611194	0.5010092641474607	0.601063393836373												
lmo1280	-0.3138171063105304	0.7112996736774493	-0.8211520746700001	0.023378703053398963	2.616658104856299	0.6764185890932524	1.0												
lmo1281	0.07907473265600906	0.9268161481303714	-0.2601223558500001	0.07156243356357352	-3.2895761656455353	0.9683779106651215	1.0												
lmo1282	0.5118181867219995	0.5376700316275671	0.06121561413999954	0.8219161383398713	0.11960421831053372	1.0	1.0												
lmo1283	-0.287735537475319	0.7234004809700076	-0.9327280354699998	0.011296850677721671	3.2416156991035776	0.5932375851619438	1.0												
lmo1284	0.7628346396564094	0.347455369677121	-0.4576135227875002	0.07457391397879212	-0.5998856095386744	0.985000401301449	1.0												
lmo1285	0.5664595394594087	0.4816528999991627	-0.41674663334499984	0.0249504460918745	-0.7357041488659809	0.6868964456833762	1.0												
lmo1286	0.18654932029329885	0.8144576452758352	-0.11313051065000046	0.24938548274421712	-0.6064375387277371	1.0	1.0												
lmo1287	0.5030275981173293	0.5307266665475181	0.4408521507599996	1.1294114440252024E-4	0.876397542421067	0.5015291797318634	0.6619011305010127												
lmo1288	-0.21999534453613911	0.7801086129365106	-1.3280461095400002	4.951320486290299E-6	6.0367009690145474	0.5000878307774228	0.5070977179170971												
lmo1289	-0.13142743050276096	0.8709420258446254	-0.8199253151350003	0.0019000916766948523	6.23861633753675	0.5192045967293498	1.0												
lmo1290	0.3715298985902509	0.48647520392516985	-0.6511003817850001	0.006752702947245781	-1.752484481748477	0.559037014805441	1.0												
lmo1291	0.3045315934013093	0.7027427132241213	-0.19904462260400013	0.13012776562271466	-0.6536091063028089	1.0	1.0												
lmo1292	1.16169938966687	0.1722645117372683	0.3621068004949999	0.07965222139182132	0.311704390753651	1.0	1.0												
lmo1293	-0.9528115786173288	0.25525532823943553	-1.5150530297000004	3.3506908001951656E-24	1.5900867114761217	0.5	0.5												
lmo1294	0.869144894106741	0.28907264331365456	0.7485011890700002	1.1761518067683508E-5	0.8611926436492137	0.5001958622866868	0.5168601361500244												
lmo1295	-0.6204701438813895	0.4367670319381196	-1.5844247914	0.002395123478734711	2.553587480436258	0.5235847653112807	1.0												
lmo1296	0.40296173838441085	0.6610660012554839	0.7276656441600005	2.0731738066426913E-5	1.805793391395969	0.5003325722087587	0.5297189465182229												
lmo1297	0.2595756545945207	0.7592611696007581	-0.2919661037300001	0.17662970605674055	-1.1247823074397174	1.0	1.0												
lmo1298	1.8963043688608998	0.02217420672346626	1.04617391298	4.051994511378218E-6	0.551690925865678	0.5000740233652858	0.5058085341320607												
lmo1299	0.15941563863830943	0.8200387458812775	-0.62101320374	1.1114653097971426E-6	-3.8955601159619437	0.5000220131512145	0.5015932855215942												
lmo1300	0.32798717109831976	0.6984758223600449	-1.2901677296400003	4.4797311943449695E-12	-3.933592052761266	0.5000000001965271	0.5000000064216946												
lmo1301	-0.599603488382801	0.44796398819528627	-1.2198405318460002	7.542911416519918E-4	2.0344119997301036	0.5083105972265958	1.0												
lmo1302	-0.8131717163900003	0.3025961199906997	-1.3873992636715	2.0391093894051743E-8	1.7061577963271142	0.5000005425721181	0.5000292306330971												
lmo1303	-0.2573116029219005	0.7471815339678509	-1.6480684817699998	2.5996305884088346E-5	6.404952062228704	0.5004089844735681	0.5372657044848407												
lmo1304	0.2235952508255501	0.789936149077751	0.2827354193799998	0.5164166647751012	1.2644965326235444	1.0	1.0												
lmo1305	-0.18621986904073218	0.8051136369686087	-0.9689182282150002	7.817821833589768E-20	5.203087260270101	0.5	0.5000000000000001												
lmo1306	0.2599238144252194	0.7125399401197035	-0.37571256581500023	0.09652473872531284	-1.44547188431283	1.0	1.0												
lmo1307	0.28875583768917945	0.7776834058687656	0.283073969588	0.2565005158161805	0.9803229325278768	1.0	1.0												
lmo1308	0.48983025211378006	0.5717956370677326	0.04989303086949981	0.6765958968522119	0.10185779799061986	1.0	1.0												
lmo1309	0.5315806033550903	0.5666518073426523	0.40871810170499967	0.1880571237042683	0.7688732416596101	1.0	1.0												
lmo1310	1.148183379619761	0.2285054130164128	0.38854275969200014	0.14162486048967982	0.33839782615619485	1.0	1.0												
lmo1311	0.78709484496905	0.43212995407387744	0.33208516296099955	0.07575974747675009	0.42191251166694876	0.991407066989743	1.0												
lmo1312	0.9662210333490409	0.12662932783448055	0.4414424468564997	0.22062409674051442	0.4568752196652208	1.0	1.0												
lmo1313	0.7720021692039687	0.3390554946484339	0.29135549286999973	0.06564400818313601	0.3774024277294763	0.935957883334086	1.0												
lmo1314	-0.4013598378514498	0.628463040612014	0.29327398810000016	0.246009262201494	-0.7307008834514875	1.0	1.0												
lmo1315	1.0379267429554098	0.19954500237015393	0.17728581481999983	0.18384947065152102	0.17080763745926159	1.0	1.0												
lmo1316	0.5759140816816206	0.4734166488342719	-0.04396890364000017	0.3600954737955794	-0.07634629025151576	1.0	1.0												
lmo1317	0.42325225430834124	0.5968205717596358	-0.002653319445000246	0.8739550811222465	-0.006268884378031666	1.0	1.0												
lmo1318	0.5096962916572387	0.5297366945841255	-0.07262699942000017	0.35507897945340394	-0.14249073538255302	1.0	1.0												
lmo1319	0.20942561746240962	0.7957517709322781	-0.6595075242999995	1.0331389376518495E-11	-3.1491253662813063	0.5000000004286586	0.5000000148100466												
lmo1320	-0.025556603459639504	0.9750327489867089	0.013292195119999572	0.21980793513568841	-0.5201080472603251	1.0	1.0												
lmo1321	0.9720078878880383	0.23355614285278348	0.7005789857599996	0.0011952906710305678	0.7207544244133711	0.5126448869398508	1.0												
lmo1322	0.5692300528290897	0.4886973501530303	0.7204886171799996	6.823624482938167E-8	1.2657248393670546	0.50000166374277	0.500097816656963												
lmo1323	0.3932290255053097	0.6520288891763208	0.7692844286600002	0.007695867882975697	1.9563266665563392	0.5663819472068581	1.0												
lmo1324	0.2878555550784405	0.7361252766520188	0.7981276519299998	0.016539369716278365	2.7726671861952092	0.6298516940455663	1.0												
lmo1325	0.1911163076456095	0.8118806549258963	-0.026356454599999912	0.42765970308173484	-0.13790793116866393	1.0	1.0												
lmo1326	0.002897535354829728	0.9970890870673854	-0.5113941666200006	0.010048166163736416	-176.4928133724368	0.5840653957329551	1.0												
lmo1327	0.26336355798765965	0.7548766798393685	-0.3751344271299999	0.17703861224180018	-1.4243976273573031	1.0	1.0												
lmo1328	0.27192207473111907	0.7764102915545283	0.4572097101249999	0.10695023768127654	1.6813997560775316	1.0	1.0												
lmo1329	0.1540040726911407	0.8479611246752528	-0.3938854256300002	0.0030792373769818796	-2.5576299298262586	0.5291938725075693	1.0												
lmo1330	0.5864624818212594	0.44646778727788217	-0.42388297310999956	0.23359814846276694	-0.7227793528984683	1.0	1.0												
lmo1331	0.46324237555761094	0.5629834325034853	0.20284827558500007	0.00680020822361114	0.4378879961938476	0.5593675295454233	1.0												
lmo1332	0.13268499972124914	0.8674409239275982	-1.0108399057430004	6.064891988208812E-14	-7.618343504289258	0.5000000000032558	0.5000000000869402												
lmo1333	0.8651567532389492	0.31048140598852214	0.9605256765089998	0.15927687475525942	1.110233114303288	1.0	1.0												
lmo1333a			0.9145743853799999	0.12917440435818905	-9.145743853799999E-7	1.0	1.0												
lmo1334	0.4634805593697706	0.5943984551795554	0.9310928627080002	9.382950201732593E-4	2.008914600375207	0.5101559958728369	1.0												
lmo1335	0.1782036013848085	0.7763663423551679	-0.8062976388200003	0.019646108256000952	-4.524586666904115	0.6516170803979388	1.0												
lmo1336	-0.3569513014544805	0.687974238190626	0.09277900809499995	0.7897567252437802	-0.259920632637983	1.0	1.0												
lmo1337	0.22013015054952056	0.7914562647725178	-0.08547736796999983	0.7066629772211441	-0.38830377282084677	1.0	1.0												
lmo1338	-0.3567187597857293	0.7229230620920919	0.28779989416499996	0.6589054039086638	-0.80679775388845	1.0	1.0												
lmo1339	-0.08579096136078057	0.9193331394083818	-0.4400494006200002	0.006214707143174375	5.129321243638252	0.5547637528712037	1.0												
lmo1340	-1.477574631480251	0.10434256099016437	-0.6029871281400001	4.258494241338159E-6	0.4080925019238594	0.5000771762387692	0.5061045514949583												
lmo1341	0.4725960341084292	0.035037969061340046	-0.8665560919880013	0.2207937728079149	-1.8336084720278982	1.0	1.0												
lmo1342	0.49886536231067957	0.06884168898132836	-0.45613090352499963	0.4550933913535644	-0.9143366887856486	1.0	1.0												
lmo1343	0.31024862778145934	1.0	-0.8903991348140012	0.4413942262682675	-2.8699534988473916	1.0	1.0												
lmo1344	0.47369959579177134	0.1380315806065815	-0.5363848633199995	0.3186172771765289	-1.1323312666616319	1.0	1.0												
lmo1345	0.3018227727129492	0.3779119504275501	-0.5801872599295006	0.20759157011142304	-1.9222779471358578	1.0	1.0												
lmo1346	0.4019135877423796	0.26768073836320627	-0.7095848989435001	0.018602007756934373	-1.765516072570139	0.6442871322818526	1.0												
lmo1347	0.1264556801418495	0.8412107777401816	-0.7156118574250003	0.002464678422839552	-5.658993385052178	0.5241144706513996	1.0												
lmo1348	0.07213962613305025	0.9406280959833997	-0.02507771926500002	0.7067947887105606	-0.3476275191494352	1.0	1.0												
lmo1349	-0.01788881536188036	0.9850031704550908	0.3056541449999992	0.03859591196966864	-17.08632678110837	0.773858980692183	1.0												
lmo1350	-0.06961096183258064	0.9351405269645129	-0.21425550327000042	0.0820175819429635	3.0778989059984587	1.0	1.0												
lmo1351	0.1594536498914092	0.8428295422543239	-0.8024065005080008	0.06038261352566988	-5.032224104336614	0.9054151907398723	1.0												
lmo1352	-0.31876413679844084	0.7009723746794853	-0.01896118219100007	0.7880376088396421	0.05948342364181796	1.0	1.0												
lmo1353	-0.05661999145071128	0.9469445628326607	-0.03018093325700022	0.8358377585191689	0.5330437621714101	1.0	1.0												
lmo1354	-0.5833848583470296	0.4696187992644717	-0.4471305241000001	0.0010720474816677127	0.7664417711609891	0.5114300179519797	1.0												
lmo1355	0.631101666604561	0.4094323858781803	-0.24998644973999973	0.09258709778227059	-0.39611121784065506	1.0	1.0												
lmo1356	0.2507402152563607	0.7532629637274628	-0.2716990520300002	0.13824877460088325	-1.0835878550722742	1.0	1.0												
lmo1357	0.19244111161890842	0.8108340434186077	0.2739194064050001	0.04161320043243492	1.4233933908438616	0.792051483934151	1.0												
lmo1358	0.24169074261268975	0.7618771253248322	0.49321310616500025	0.027908219255885595	2.0406785168241877	0.7059019785482753	1.0												
lmo1359	0.22405875975812073	0.7792366929188972	0.6670479347399998	0.0015584307703283016	2.9771116088480603	0.5160158699125265	1.0												
lmo1360	-0.30406087840463947	0.7181229744347046	0.06773142423499978	0.5188451943288905	-0.22275612893831037	1.0	1.0												
lmo1361	0.4712962293452012	0.5881507185773764	0.6868642527399995	0.12497301504470959	1.457393906363943	1.0	1.0												
lmo1362	0.4086824702155205	0.6484730494552118	0.6259709846050001	0.003376085604388774	1.5316805349514784	0.5316648706315126	1.0												
lmo1363	0.06791967216511097	0.9378539042774401	0.05926428866000011	0.3921537614759313	0.8725644098506564	1.0	1.0												
lmo1364	0.4824067829617622	0.3288248209745972	-0.4524719651	0.3005382935392944	-0.9379469383121527	1.0	1.0												
lmo1365	0.44234078097693974	0.5805375302934532	-0.3641294689800003	0.00524154099021556	-0.8231876522345409	0.5470348101856014	1.0												
lmo1366	0.10049653273474846	0.9036924399044721	-0.15910007054999964	0.2938493886237987	-1.5831398976711957	1.0	1.0												
lmo1367	-0.29987995304457016	0.7212673561592097	-0.7827530273700001	0.0011594415414227129	2.6102212549488497	0.512308193885458	1.0												
lmo1368	0.3708463517584102	0.7068603107696956	0.16465580046000028	0.23499869418422503	0.4440000546837418	1.0	1.0												
lmo1369	0.0013693723522099077	0.998641746105893	-0.39425596033	0.002274052621823563	-287.9099754670419	0.5225194001975565	1.0												
lmo1370	-0.3861870579298383	0.6484692378694815	-0.33062393867499984	0.010034715208919378	0.8561238184607081	0.5840102850799309	1.0												
lmo1371	-0.43791436115581917	0.5886753099410305	-0.38197442415000005	1.4056030396819462E-5	0.8722582724663955	0.5002303121584321	0.5201493195738407												
lmo1372	-0.13525137906393958	0.8640852712998536	-0.36833631287999946	3.6867176368666766E-4	2.723346079198718	0.5043852997216974	1.0												
lmo1373	0.5377337743599604	0.5045751791138755	-0.02841864342999978	0.5668415970292977	-0.052848909228037935	1.0	1.0												
lmo1374	-0.12505129666564052	0.8762806144454978	-0.5545532432499998	0.0012987113045492512	4.434606101948326	0.5135863105939853	1.0												
lmo1375	-1.1583684101132796	0.2521714509757883	-0.9012394373850003	7.202637465555022E-8	0.7780248749159743	0.5000017526627247	0.5001032498080688												
lmo1376	-0.14675155621207914	0.8425397945668013	-0.8704450563500004	1.5932127050888177E-11	5.931419596614498	0.5000000006393648	0.5000000228387042												
lmo1377	0.21293773918412917	0.798381395047453	-0.16598659869	0.23442978585740648	-0.7795076594969851	1.0	1.0												
lmo1378	0.20861035149235896	0.8056135785039289	0.2682301384899999	0.21204441199704038	1.2857949596994216	1.0	1.0												
lmo1379	-0.0157190409934298	0.9843828759767592	-0.44830479285549973	0.01444903706181795	28.519856462164636	0.6152891202096895	1.0												
lmo1380	0.04473343607430991	0.9549088809793314	-0.570136007061	0.011704725549695405	-12.745186980805729	0.5962017143348223	1.0												
lmo1381	-0.6027750894079809	0.47801863584464055	-1.0504872354365002	0.0016519607894591119	1.7427515733409662	0.5168637956644517	1.0												
lmo1382	0.18692977166274893	0.8143672279135237	-0.8762198592499999	7.525835906771948E-5	-4.687428072350294	0.5010698585773364	0.6078828577235759												
lmo1383	-0.18282857858081059	0.8161042988476626	-0.8172486409050002	1.0356703214267484E-6	4.4700267717925435	0.5000205452365855	0.5014846334057652												
lmo1384	1.0178728916919084	0.21366259417107458	-0.1817868435390002	0.2099561689813565	-0.17859483735423398	1.0	1.0												
lmo1385	0.4703695526380809	0.5622875487391363	-0.6412650654100003	4.5411550029015804E-4	-1.3633218005150356	0.5052785268415896	1.0												
lmo1386	-0.159485262548289	0.8393381067707778	-0.9349755534900002	0.0011858998570695362	5.862457374122001	0.5125781563114633	1.0												
lmo1387	0.07649248344529092	0.9272629385131492	-1.315073306005	3.6429162471425044E-12	-17.192189961325663	0.500000000161553	0.5000000052221204												
lmo1388	-0.40295422152559013	0.5526556875712256	-0.5634955349849999	4.473410956974447E-6	1.3984107992505903	0.5000802840369412	0.5064126346068228												
lmo1389	0.15493675465242163	0.8470216359814122	-0.61132387713	1.0772547382400445E-8	-3.945634968935663	0.5000002976387462	0.5000154424466726												
lmo1390	0.05603189550386034	0.9447130555549033	-0.9063914467349998	1.44090394102275E-9	-16.176348106455787	0.5000000446491004	0.5000020655357995												
lmo1391	0.25704203873326215	0.748035641905785	-0.7411845847699998	2.615773369882789E-5	-2.8835150406628327	0.500410995849406	0.5374971112572697												
lmo1392	0.12429946372043954	0.8916482577008835	0.2176314946350002	0.2593771482523287	1.750864308831393	1.0	1.0												
lmo1393	-0.15457612698947898	0.8750129232743638	0.2667906071799999	0.19073610100110694	-1.7259496170334159	1.0	1.0												
lmo1394	1.1018409344364795	0.18576084788869318	0.7173163622900001	0.008552838734720073	0.6510162582195779	0.5730021938516758	1.0												
lmo1395	0.77562005824716	0.35094109298380083	0.5399976353599998	0.028750341691393733	0.6962141187791762	0.7114776463170568	1.0												
