#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_001482055.1	PRJNA224116	SAMN02991379	LNNW00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS990		latest	Contig	Major	Full	2015/12/23	ASM148205v1	FDA	GCA_001482055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/055/GCF_001482055.1_ASM148205v1		
GCF_001482075.1	PRJNA224116	SAMN02990450	LNNV00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS988		latest	Contig	Major	Full	2015/12/23	ASM148207v1	FDA	GCA_001482075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/075/GCF_001482075.1_ASM148207v1		
GCF_001482095.1	PRJNA224116	SAMN02991380	LNNX00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS993		latest	Contig	Major	Full	2015/12/23	ASM148209v1	FDA	GCA_001482095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/095/GCF_001482095.1_ASM148209v1		
GCF_001482115.1	PRJNA224116	SAMN02991383	LNNZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS996		latest	Contig	Major	Full	2015/12/23	ASM148211v1	FDA	GCA_001482115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/115/GCF_001482115.1_ASM148211v1		
GCF_001482135.1	PRJNA224116	SAMN02991384	LNOA00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS997		latest	Contig	Major	Full	2015/12/23	ASM148213v1	FDA	GCA_001482135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/135/GCF_001482135.1_ASM148213v1		
GCF_001482155.1	PRJNA224116	SAMN02991386	LNOB00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS1000		latest	Contig	Major	Full	2015/12/23	ASM148215v1	FDA	GCA_001482155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/155/GCF_001482155.1_ASM148215v1		
GCF_001482165.1	PRJNA224116	SAMN02769693	LNNY00000000.1	na	1639	1639	Listeria monocytogenes	strain=MOD1_LS114		latest	Contig	Major	Full	2015/12/23	ASM148216v1	FDA	GCA_001482165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/165/GCF_001482165.1_ASM148216v1		
GCF_001483405.1	PRJNA224116	SAMN04348333		na	1639	1639	Listeria monocytogenes	strain=Lm 3163		latest	Complete Genome	Major	Full	2015/12/30	ASM148340v1	University of Zurich, Vetsuisse Faculty	GCA_001483405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/405/GCF_001483405.1_ASM148340v1		
GCF_001483425.1	PRJNA224116	SAMN04348332		na	1639	1639	Listeria monocytogenes	strain=Lm 3136		latest	Complete Genome	Major	Full	2015/12/30	ASM148342v1	University of Zurich, Vetsuisse Faculty	GCA_001483425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/425/GCF_001483425.1_ASM148342v1		
GCF_001483445.1	PRJNA224116	SAMN04348334		na	1639	1639	Listeria monocytogenes	strain=Lm N1546		latest	Complete Genome	Major	Full	2015/12/30	ASM148344v1	University of Zurich, Vetsuisse Faculty	GCA_001483445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/483/445/GCF_001483445.1_ASM148344v1		
GCF_001487205.1	PRJNA224116	SAMEA3466562	CWKU00000000.1	na	1639	1639	Listeria monocytogenes		LM16	latest	Contig	Major	Full	2015/12/12	2011_186321_14c	IZLSLER	GCA_001487205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/205/GCF_001487205.1_2011_186321_14c		
GCF_001487535.1	PRJNA224116	SAMEA3466616	CWNH00000000.1	na	1639	1639	Listeria monocytogenes		LM70	latest	Contig	Major	Full	2015/12/12	2013_143044_4	IZLSLER	GCA_001487535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/535/GCF_001487535.1_2013_143044_4		
GCF_001487775.1	PRJNA224116	SAMEA3466571	CWLV00000000.1	na	1639	1639	Listeria monocytogenes		LM25	latest	Contig	Major	Full	2015/12/12	2012_292995_14	IZLSLER	GCA_001487775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/775/GCF_001487775.1_2012_292995_14		
GCF_001488015.1	PRJNA224116	SAMEA3466570	CWLH00000000.1	na	1639	1639	Listeria monocytogenes		LM24	latest	Contig	Major	Full	2015/12/12	2012_286536_3	IZLSLER	GCA_001488015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/015/GCF_001488015.1_2012_286536_3		
GCF_001488235.1	PRJNA224116	SAMEA3466592	CWLF00000000.1	na	1639	1639	Listeria monocytogenes		LM46	latest	Contig	Major	Full	2015/12/12	2012_318878_16	IZLSLER	GCA_001488235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/235/GCF_001488235.1_2012_318878_16		
GCF_001488255.1	PRJNA224116	SAMEA3466587	CWLQ00000000.1	na	1639	1639	Listeria monocytogenes		LM41	latest	Contig	Major	Full	2015/12/12	2012_313587_8	IZLSLER	GCA_001488255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/255/GCF_001488255.1_2012_313587_8		
GCF_001488275.1	PRJNA224116	SAMEA3466618	CWNI00000000.1	na	1639	1639	Listeria monocytogenes		LM72	latest	Contig	Major	Full	2015/12/12	2013_72492_1	IZLSLER	GCA_001488275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/275/GCF_001488275.1_2013_72492_1		
GCF_001488395.1	PRJNA224116	SAMEA3466613	CWNF00000000.1	na	1639	1639	Listeria monocytogenes		LM67	latest	Contig	Major	Full	2015/12/12	2012_195088_3	IZLSLER	GCA_001488395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/395/GCF_001488395.1_2012_195088_3		
GCF_001488435.1	PRJNA224116	SAMEA3466600	CWMO00000000.1	na	1639	1639	Listeria monocytogenes		LM54	latest	Contig	Major	Full	2015/12/12	2014_60519A	IZLSLER	GCA_001488435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/435/GCF_001488435.1_2014_60519A		
GCF_001488995.1	PRJNA224116	SAMEA3466554	CWKP00000000.1	na	1639	1639	Listeria monocytogenes		LM8	latest	Contig	Major	Full	2015/12/12	2011_171339_17	IZLSLER	GCA_001488995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/488/995/GCF_001488995.1_2011_171339_17		
GCF_001489075.1	PRJNA224116	SAMEA3466590	CWMH00000000.1	na	1639	1639	Listeria monocytogenes		LM44	latest	Contig	Major	Full	2015/12/12	2012_318878_7	IZLSLER	GCA_001489075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/075/GCF_001489075.1_2012_318878_7		
GCF_001489195.1	PRJNA224116	SAMEA3466569	CWLE00000000.1	na	1639	1639	Listeria monocytogenes		LM23	latest	Contig	Major	Full	2015/12/12	2012_286536_17	IZLSLER	GCA_001489195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/195/GCF_001489195.1_2012_286536_17		
GCF_001489235.1	PRJNA224116	SAMEA3466564	CWMD00000000.1	na	1639	1639	Listeria monocytogenes		LM18	latest	Contig	Major	Full	2015/12/12	2013_148278_15	IZLSLER	GCA_001489235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/235/GCF_001489235.1_2013_148278_15		
GCF_001489375.1	PRJNA224116	SAMEA3466604	CWMS00000000.1	na	1639	1639	Listeria monocytogenes		LM58	latest	Contig	Major	Full	2015/12/12	2014_60573_2B	IZLSLER	GCA_001489375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/375/GCF_001489375.1_2014_60573_2B		
GCF_001489795.1	PRJNA224116	SAMEA3466579	CWLR00000000.1	na	1639	1639	Listeria monocytogenes		LM33	latest	Contig	Major	Full	2015/12/12	2012_313587_11	IZLSLER	GCA_001489795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/795/GCF_001489795.1_2012_313587_11		
GCF_001489875.1	PRJNA224116	SAMEA3466547	CWKV00000000.1	na	1639	1639	Listeria monocytogenes		LM1	latest	Contig	Major	Full	2015/12/12	2012_156554_14	IZLSLER	GCA_001489875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/875/GCF_001489875.1_2012_156554_14		
GCF_001489895.1	PRJNA224116	SAMEA3466589	CWKR00000000.1	na	1639	1639	Listeria monocytogenes		LM43	latest	Contig	Major	Full	2015/12/12	2012_318878_12	IZLSLER	GCA_001489895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/489/895/GCF_001489895.1_2012_318878_12		
GCF_001490035.1	PRJNA224116	SAMEA3466576	CWMA00000000.1	na	1639	1639	Listeria monocytogenes		LM30	latest	Contig	Major	Full	2015/12/12	2012_306293_17	IZLSLER	GCA_001490035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/035/GCF_001490035.1_2012_306293_17		
GCF_001490055.1	PRJNA224116	SAMEA3466572	CWLO00000000.1	na	1639	1639	Listeria monocytogenes		LM26	latest	Contig	Major	Full	2015/12/12	2012_292995_17	IZLSLER	GCA_001490055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/055/GCF_001490055.1_2012_292995_17		
GCF_001490075.1	PRJNA224116	SAMEA3466595	CWLC00000000.1	na	1639	1639	Listeria monocytogenes		LM49	latest	Contig	Major	Full	2015/12/12	2012_326368_17	IZLSLER	GCA_001490075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/075/GCF_001490075.1_2012_326368_17		
GCF_001490115.1	PRJNA224116	SAMEA3466556	CWLP00000000.1	na	1639	1639	Listeria monocytogenes		LM10	latest	Contig	Major	Full	2015/12/12	2011_172904_10c	IZLSLER	GCA_001490115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/115/GCF_001490115.1_2011_172904_10c		
GCF_001490275.1	PRJNA224116	SAMEA3466588	CWLG00000000.1	na	1639	1639	Listeria monocytogenes		LM42	latest	Contig	Major	Full	2015/12/12	2012_313587_9	IZLSLER	GCA_001490275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/275/GCF_001490275.1_2012_313587_9		
GCF_001490355.1	PRJNA224116	SAMEA3466584	CWKS00000000.1	na	1639	1639	Listeria monocytogenes		LM38	latest	Contig	Major	Full	2015/12/12	2012_313587_5	IZLSLER	GCA_001490355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/355/GCF_001490355.1_2012_313587_5		
GCF_001490455.1	PRJNA224116	SAMEA3466565	CWMB00000000.1	na	1639	1639	Listeria monocytogenes		LM19	latest	Contig	Major	Full	2015/12/12	2013_148278_16	IZLSLER	GCA_001490455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/455/GCF_001490455.1_2013_148278_16		
GCF_001490875.1	PRJNA224116	SAMEA3466615	CWNB00000000.1	na	1639	1639	Listeria monocytogenes		LM69	latest	Contig	Major	Full	2015/12/12	2012_195088_8	IZLSLER	GCA_001490875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/490/875/GCF_001490875.1_2012_195088_8		
GCF_001491615.1	PRJNA224116	SAMEA3466580	CWLD00000000.1	na	1639	1639	Listeria monocytogenes		LM34	latest	Contig	Major	Full	2015/12/12	2012_313587_15	IZLSLER	GCA_001491615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/491/615/GCF_001491615.1_2012_313587_15		
GCF_001492155.1	PRJNA224116	SAMEA3466585	CWKX00000000.1	na	1639	1639	Listeria monocytogenes		LM39	latest	Contig	Major	Full	2015/12/12	2012_313587_6	IZLSLER	GCA_001492155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/155/GCF_001492155.1_2012_313587_6		
GCF_001492475.1	PRJNA224116	SAMEA3466549	CWLX00000000.1	na	1639	1639	Listeria monocytogenes		LM3	latest	Contig	Major	Full	2015/12/12	2012_156584_14	IZLSLER	GCA_001492475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/475/GCF_001492475.1_2012_156584_14		
GCF_001492715.1	PRJNA224116	SAMEA3466597	CWMM00000000.1	na	1639	1639	Listeria monocytogenes		LM51	latest	Contig	Major	Full	2015/12/12	2013_103984	IZLSLER	GCA_001492715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/715/GCF_001492715.1_2013_103984		
GCF_001492755.1	PRJNA224116	SAMEA3466558	CWLB00000000.1	na	1639	1639	Listeria monocytogenes		LM12	latest	Contig	Major	Full	2015/12/12	2011_172904_16d	IZLSLER	GCA_001492755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/755/GCF_001492755.1_2011_172904_16d		
GCF_001492855.1	PRJNA224116	SAMEA3466553	CWME00000000.1	na	1639	1639	Listeria monocytogenes		LM7	latest	Contig	Major	Full	2015/12/12	2011_168401_11	IZLSLER	GCA_001492855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/855/GCF_001492855.1_2011_168401_11		
GCF_001492915.1	PRJNA224116	SAMEA3466620	CWNG00000000.1	na	1639	1639	Listeria monocytogenes		Lm74	latest	Contig	Major	Full	2015/12/12	2013_80648	IZLSLER	GCA_001492915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/915/GCF_001492915.1_2013_80648		
GCF_001492955.1	PRJNA224116	SAMEA3466609	CWMY00000000.1	na	1639	1639	Listeria monocytogenes		LM63	latest	Contig	Major	Full	2015/12/12	2014_82197_1	IZLSLER	GCA_001492955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/492/955/GCF_001492955.1_2014_82197_1		
GCF_001493035.1	PRJNA224116	SAMEA3466599	CWMN00000000.1	na	1639	1639	Listeria monocytogenes		LM53	latest	Contig	Major	Full	2015/12/12	2014_60519	IZLSLER	GCA_001493035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/493/035/GCF_001493035.1_2014_60519		
GCF_001493255.1	PRJNA224116	SAMEA3466610	CWMQ00000000.1	na	1639	1639	Listeria monocytogenes		LM64	latest	Contig	Major	Full	2015/12/12	2014_82197_2	IZLSLER	GCA_001493255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/493/255/GCF_001493255.1_2014_82197_2		
GCF_001493535.1	PRJNA224116	SAMEA3466560	CWKY00000000.1	na	1639	1639	Listeria monocytogenes		LM14	latest	Contig	Major	Full	2015/12/12	2011_176879_12c	IZLSLER	GCA_001493535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/493/535/GCF_001493535.1_2011_176879_12c		
GCF_001493595.1	PRJNA224116	SAMEA3466552	CWLU00000000.1	na	1639	1639	Listeria monocytogenes		LM6	latest	Contig	Major	Full	2015/12/12	2011_163598_13	IZLSLER	GCA_001493595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/493/595/GCF_001493595.1_2011_163598_13		
GCF_001493615.1	PRJNA224116	SAMEA3466602	CWMP00000000.1	na	1639	1639	Listeria monocytogenes		LM56	latest	Contig	Major	Full	2015/12/12	2014_60550_2A	IZLSLER	GCA_001493615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/493/615/GCF_001493615.1_2014_60550_2A		
GCF_001493655.1	PRJNA224116	SAMEA3466593	CWKO00000000.1	na	1639	1639	Listeria monocytogenes		LM47	latest	Contig	Major	Full	2015/12/12	2012_318878_4	IZLSLER	GCA_001493655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/493/655/GCF_001493655.1_2012_318878_4		
GCF_001494195.1	PRJNA224116	SAMEA3466551	CWLK00000000.1	na	1639	1639	Listeria monocytogenes		LM5	latest	Contig	Major	Full	2015/12/12	2011_162703_17	IZLSLER	GCA_001494195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/195/GCF_001494195.1_2011_162703_17		
GCF_001494235.1	PRJNA224116	SAMEA3466567	CWKT00000000.1	na	1639	1639	Listeria monocytogenes		LM21	latest	Contig	Major	Full	2015/12/12	2012_281399_14	IZLSLER	GCA_001494235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/235/GCF_001494235.1_2012_281399_14		
GCF_001494355.1	PRJNA224116	SAMEA3466575	CWLL00000000.1	na	1639	1639	Listeria monocytogenes		LM29	latest	Contig	Major	Full	2015/12/12	2012_298383_3	IZLSLER	GCA_001494355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/355/GCF_001494355.1_2012_298383_3		
GCF_001494455.1	PRJNA224116	SAMEA3466614	CWMZ00000000.1	na	1639	1639	Listeria monocytogenes		LM68	latest	Contig	Major	Full	2015/12/12	2012_195088_6	IZLSLER	GCA_001494455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/455/GCF_001494455.1_2012_195088_6		
GCF_001494495.1	PRJNA224116	SAMEA3466563	CWKW00000000.1	na	1639	1639	Listeria monocytogenes		LM17	latest	Contig	Major	Full	2015/12/12	2013_148278_14	IZLSLER	GCA_001494495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/495/GCF_001494495.1_2013_148278_14		
GCF_001494575.1	PRJNA224116	SAMEA3466578	CWKM00000000.1	na	1639	1639	Listeria monocytogenes		LM32	latest	Contig	Major	Full	2015/12/12	2012_313587_10	IZLSLER	GCA_001494575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/575/GCF_001494575.1_2012_313587_10		
GCF_001494975.1	PRJNA224116	SAMEA3466568	CWLI00000000.1	na	1639	1639	Listeria monocytogenes		LM22	latest	Contig	Major	Full	2015/12/12	2012_281399_15	IZLSLER	GCA_001494975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/494/975/GCF_001494975.1_2012_281399_15		
GCF_001495075.1	PRJNA224116	SAMEA3466594	CWLM00000000.1	na	1639	1639	Listeria monocytogenes		LM48	latest	Contig	Major	Full	2015/12/12	2012_326368_12	IZLSLER	GCA_001495075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/495/075/GCF_001495075.1_2012_326368_12		
GCF_001495195.1	PRJNA224116	SAMEA3466598	CWML00000000.1	na	1639	1639	Listeria monocytogenes		LM52	latest	Contig	Major	Full	2015/12/12	2013_138242	IZLSLER	GCA_001495195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/495/195/GCF_001495195.1_2013_138242		
GCF_001495255.1	PRJNA224116	SAMEA3466555	CWLT00000000.1	na	1639	1639	Listeria monocytogenes		LM9	latest	Contig	Major	Full	2015/12/12	2011_171339_19	IZLSLER	GCA_001495255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/495/255/GCF_001495255.1_2011_171339_19		
GCF_001495355.1	PRJNA224116	SAMEA3466548	CWKZ00000000.1	na	1639	1639	Listeria monocytogenes		LM2	latest	Contig	Major	Full	2015/12/12	2012_156584_13	IZLSLER	GCA_001495355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/495/355/GCF_001495355.1_2012_156584_13		
GCF_001495455.1	PRJNA224116	SAMEA3466596	CWMK00000000.1	na	1639	1639	Listeria monocytogenes		LM50	latest	Contig	Major	Full	2015/12/12	2012_252653	IZLSLER	GCA_001495455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/495/455/GCF_001495455.1_2012_252653		
GCF_001495495.1	PRJNA224116	SAMEA3466582	CWKN00000000.1	na	1639	1639	Listeria monocytogenes		LM36	latest	Contig	Major	Full	2015/12/12	2012_313587_2	IZLSLER	GCA_001495495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/495/495/GCF_001495495.1_2012_313587_2		
GCF_001496335.1	PRJNA224116	SAMEA3466591	CWLN00000000.1	na	1639	1639	Listeria monocytogenes		LM45	latest	Contig	Major	Full	2015/12/12	2012_318878_13	IZLSLER	GCA_001496335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/496/335/GCF_001496335.1_2012_318878_13		
GCF_001496415.1	PRJNA224116	SAMEA3466561	CWLS00000000.1	na	1639	1639	Listeria monocytogenes		LM15	latest	Contig	Major	Full	2015/12/12	2011_176879_16d	IZLSLER	GCA_001496415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/496/415/GCF_001496415.1_2011_176879_16d		
GCF_001496455.1	PRJNA224116	SAMEA3466566	CWLY00000000.1	na	1639	1639	Listeria monocytogenes		LM20	latest	Contig	Major	Full	2015/12/12	2013_148278_8	IZLSLER	GCA_001496455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/496/455/GCF_001496455.1_2013_148278_8		
GCF_001496595.1	PRJNA224116	SAMEA3466574	CWMC00000000.1	na	1639	1639	Listeria monocytogenes		LM28	latest	Contig	Major	Full	2015/12/12	2012_298383_16	IZLSLER	GCA_001496595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/496/595/GCF_001496595.1_2012_298383_16		
GCF_001496755.1	PRJNA224116	SAMEA3466583	CWMF00000000.1	na	1639	1639	Listeria monocytogenes		LM37	latest	Contig	Major	Full	2015/12/12	2012_313587_3	IZLSLER	GCA_001496755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/496/755/GCF_001496755.1_2012_313587_3		
GCF_001496955.1	PRJNA224116	SAMEA3466608	CWMX00000000.1	na	1639	1639	Listeria monocytogenes		LM62	latest	Contig	Major	Full	2015/12/12	2014_60580_2C	IZLSLER	GCA_001496955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/496/955/GCF_001496955.1_2014_60580_2C		
GCF_001497315.1	PRJNA224116	SAMEA3466612	CWNE00000000.1	na	1639	1639	Listeria monocytogenes		LM66	latest	Contig	Major	Full	2015/12/12	2012_94314	IZLSLER	GCA_001497315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/315/GCF_001497315.1_2012_94314		
GCF_001497565.1	PRJNA224116	SAMEA3466607	CWMU00000000.1	na	1639	1639	Listeria monocytogenes		LM61	latest	Contig	Major	Full	2015/12/12	2014_60580_2B	IZLSLER	GCA_001497565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/565/GCF_001497565.1_2014_60580_2B		
GCF_001497635.1	PRJNA224116	SAMEA3466619	CWNA00000000.1	na	1639	1639	Listeria monocytogenes		LM73	latest	Contig	Major	Full	2015/12/12	2013_72492_2	IZLSLER	GCA_001497635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/635/GCF_001497635.1_2013_72492_2		
GCF_001497715.1	PRJNA224116	SAMEA3466603	CWMR00000000.1	na	1639	1639	Listeria monocytogenes		LM57	latest	Contig	Major	Full	2015/12/12	2014_60573_2	IZLSLER	GCA_001497715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/715/GCF_001497715.1_2014_60573_2		
GCF_001497815.1	PRJNA224116	SAMEA3466586	CWLA00000000.1	na	1639	1639	Listeria monocytogenes		LM40	latest	Contig	Major	Full	2015/12/12	2012_313587_7	IZLSLER	GCA_001497815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/815/GCF_001497815.1_2012_313587_7		
GCF_001497995.1	PRJNA224116	SAMEA3466577	CWMJ00000000.1	na	1639	1639	Listeria monocytogenes		LM31	latest	Contig	Major	Full	2015/12/12	2012_306293_18	IZLSLER	GCA_001497995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/497/995/GCF_001497995.1_2012_306293_18		
GCF_001498075.1	PRJNA224116	SAMEA3466557	CWKQ00000000.1	na	1639	1639	Listeria monocytogenes		LM11	latest	Contig	Major	Full	2015/12/12	2011_172904_14c	IZLSLER	GCA_001498075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/498/075/GCF_001498075.1_2011_172904_14c		
GCF_001498095.1	PRJNA224116	SAMEA3466550	CWMG00000000.1	na	1639	1639	Listeria monocytogenes		LM4	latest	Contig	Major	Full	2015/12/12	2012_159044_14	IZLSLER	GCA_001498095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/498/095/GCF_001498095.1_2012_159044_14		
GCF_001498115.1	PRJNA224116	SAMEA3466581	CWLJ00000000.1	na	1639	1639	Listeria monocytogenes		LM35	latest	Contig	Major	Full	2015/12/12	2012_313587_16	IZLSLER	GCA_001498115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/498/115/GCF_001498115.1_2012_313587_16		
GCF_001498575.1	PRJNA224116	SAMEA3466611	CWMV00000000.1	na	1639	1639	Listeria monocytogenes		LM65	latest	Contig	Major	Full	2015/12/12	2014_82197_3	IZLSLER	GCA_001498575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/498/575/GCF_001498575.1_2014_82197_3		
GCF_001498715.1	PRJNA224116	SAMEA3466617	CWND00000000.1	na	1639	1639	Listeria monocytogenes		LM71	latest	Contig	Major	Full	2015/12/12	2013_143044_6	IZLSLER	GCA_001498715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/498/715/GCF_001498715.1_2013_143044_6		
GCF_001498815.1	PRJNA224116	SAMEA3466573	CWMI00000000.1	na	1639	1639	Listeria monocytogenes		LM27	latest	Contig	Major	Full	2015/12/12	2012_292995_18	IZLSLER	GCA_001498815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/498/815/GCF_001498815.1_2012_292995_18		
GCF_001499155.1	PRJNA224116	SAMEA3466559	CWLW00000000.1	na	1639	1639	Listeria monocytogenes		LM13	latest	Contig	Major	Full	2015/12/12	2011_173331_7	IZLSLER	GCA_001499155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/155/GCF_001499155.1_2011_173331_7		
GCF_001499335.1	PRJNA224116	SAMEA3466606	CWMW00000000.1	na	1639	1639	Listeria monocytogenes		LM60	latest	Contig	Major	Full	2015/12/12	2014_60580_2A	IZLSLER	GCA_001499335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/499/335/GCF_001499335.1_2014_60580_2A		
