#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900034895.1	PRJNA224116	SAMEA2383392	FFHV00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753971		latest	Scaffold	Major	Full	2016/02/10	12754_5#87	SC	GCA_900034895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/034/895/GCF_900034895.1_12754_5_87		
GCF_900035185.1	PRJNA224116	SAMEA2383373	FFFO00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753952		latest	Scaffold	Major	Full	2016/02/10	12754_5#68	SC	GCA_900035185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/185/GCF_900035185.1_12754_5_68		
GCF_900035195.1	PRJNA224116	SAMEA2383413	FFGF00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753992		latest	Scaffold	Major	Full	2016/02/10	12673_8#35	SC	GCA_900035195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/195/GCF_900035195.1_12673_8_35		
GCF_900035205.1	PRJNA224116	SAMEA2383326	FFGU00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753904		latest	Scaffold	Major	Full	2016/02/10	12754_5#21	SC	GCA_900035205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/205/GCF_900035205.1_12754_5_21		
GCF_900035215.1	PRJNA224116	SAMEA2383328	FFGV00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753906		latest	Scaffold	Major	Full	2016/02/10	12754_5#23	SC	GCA_900035215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/215/GCF_900035215.1_12754_5_23		
GCF_900035225.1	PRJNA224116	SAMEA2383355	FFHG00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753933		latest	Scaffold	Major	Full	2016/02/10	12754_5#50	SC	GCA_900035225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/225/GCF_900035225.1_12754_5_50		
GCF_900035235.1	PRJNA224116	SAMEA2383370	FFHL00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753948		latest	Scaffold	Major	Full	2016/02/10	12754_5#65	SC	GCA_900035235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/235/GCF_900035235.1_12754_5_65		
GCF_900035245.1	PRJNA224116	SAMEA2383396	FFHW00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753975		latest	Scaffold	Major	Full	2016/02/10	12754_5#91	SC	GCA_900035245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/245/GCF_900035245.1_12754_5_91		
GCF_900035495.1	PRJNA224116	SAMEA2383359	FFHH00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753937		latest	Scaffold	Major	Full	2016/02/10	12754_5#54	SC	GCA_900035495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/495/GCF_900035495.1_12754_5_54		
GCF_900035505.1	PRJNA224116	SAMEA2383374	FFHN00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753953		latest	Scaffold	Major	Full	2016/02/10	12754_5#69	SC	GCA_900035505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/505/GCF_900035505.1_12754_5_69		
GCF_900035515.1	PRJNA224116	SAMEA2383384	FFHR00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753963		latest	Scaffold	Major	Full	2016/02/10	12754_5#79	SC	GCA_900035515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/515/GCF_900035515.1_12754_5_79		
GCF_900036265.1	PRJNA224116	SAMEA2383360	FFFN00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753938		latest	Scaffold	Major	Full	2016/02/10	12754_5#55	SC	GCA_900036265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/036/265/GCF_900036265.1_12754_5_55		
GCF_900036625.1	PRJNA224116	SAMEA2383335	FFFF00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753913		latest	Scaffold	Major	Full	2016/02/10	12754_5#30	SC	GCA_900036625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/036/625/GCF_900036625.1_12754_5_30		
GCF_900036635.1	PRJNA224116	SAMEA2383353	FFHF00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753931		latest	Scaffold	Major	Full	2016/02/10	12754_5#48	SC	GCA_900036635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/036/635/GCF_900036635.1_12754_5_48		
GCF_900036735.1	PRJNA224116	SAMEA2383362	FFFQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753940		latest	Scaffold	Major	Full	2016/02/10	12754_5#57	SC	GCA_900036735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/036/735/GCF_900036735.1_12754_5_57		
GCF_900037325.1	PRJNA224116	SAMEA2383345	FFFH00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753923		latest	Scaffold	Major	Full	2016/02/10	12754_5#40	SC	GCA_900037325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/037/325/GCF_900037325.1_12754_5_40		
GCF_900037335.1	PRJNA224116	SAMEA2383397	FFGB00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753976		latest	Scaffold	Major	Full	2016/02/10	12754_5#92	SC	GCA_900037335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/037/335/GCF_900037335.1_12754_5_92		
GCF_900037565.1	PRJNA224116	SAMEA2383403	FFGC00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753982		latest	Scaffold	Major	Full	2016/02/10	12673_8#25	SC	GCA_900037565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/037/565/GCF_900037565.1_12673_8_25		
GCF_900039305.1	PRJNA224116	SAMEA2383322	FFGX00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753900		latest	Scaffold	Major	Full	2016/02/10	12754_5#17	SC	GCA_900039305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/039/305/GCF_900039305.1_12754_5_17		
GCF_900041405.1	PRJNA224116	SAMEA2383306	FFGQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753884		latest	Scaffold	Major	Full	2016/02/10	12754_5#1	SC	GCA_900041405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/041/405/GCF_900041405.1_12754_5_1		
GCF_900041415.1	PRJNA224116	SAMEA2383319	FFFA00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753897		latest	Scaffold	Major	Full	2016/02/10	12754_5#14	SC	GCA_900041415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/041/415/GCF_900041415.1_12754_5_14		
GCF_900043345.1	PRJNA224116	SAMEA2383292	FFEP00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753870		latest	Scaffold	Major	Full	2016/02/10	12754_4#82	SC	GCA_900043345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/043/345/GCF_900043345.1_12754_4_82		
GCF_900043355.1	PRJNA224116	SAMEA2383334	FFHB00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753912		latest	Scaffold	Major	Full	2016/02/10	12754_5#29	SC	GCA_900043355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/043/355/GCF_900043355.1_12754_5_29		
GCF_900045395.1	PRJNA224116	SAMEA2383302	FFET00000000.1	na	1639	1639	Listeria monocytogenes	strain=2842STDY5753880		latest	Scaffold	Major	Full	2016/02/10	12754_4#92	SC	GCA_900045395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/045/395/GCF_900045395.1_12754_4_92		
GCF_900064405.1	PRJNA224116	SAMEA3878256	FJMS00000000.1	na	1639	1639	Listeria monocytogenes		ILCC025	latest	Contig	Major	Full	2016/06/02	ILCC025_Lm_131_LargeContigs	JUSTUS LIEBIG UNIVERSITY	GCA_900064405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/064/405/GCF_900064405.1_ILCC025_Lm_131_LargeContigs		
GCF_900064415.1	PRJNA224116	SAMEA3878258	FJMU00000000.1	na	1639	1639	Listeria monocytogenes		ILCC042	latest	Contig	Major	Full	2016/06/02	ILCC042_Lm_42_LargeContigs.fna	JUSTUS LIEBIG UNIVERSITY	GCA_900064415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/064/415/GCF_900064415.1_ILCC042_Lm_42_LargeContigs.fna		
GCF_900064425.1	PRJNA224116	SAMEA3878259	FJMT00000000.1	na	1639	1639	Listeria monocytogenes		ILCC175	latest	Contig	Major	Full	2016/06/02	ILCC175_Lm_175_LargeContigs.fna	JUSTUS LIEBIG UNIVERSITY	GCA_900064425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/064/425/GCF_900064425.1_ILCC175_Lm_175_LargeContigs.fna		
GCF_900064775.1	PRJNA224116	SAMEA3878257	FJMR00000000.1	na	1639	1639	Listeria monocytogenes		ILCC031	latest	Contig	Major	Full	2016/06/02	ILCC031_Lm_31_LargeContigs	JUSTUS LIEBIG UNIVERSITY	GCA_900064775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/064/775/GCF_900064775.1_ILCC031_Lm_31_LargeContigs		
GCF_900074875.1	PRJNA224116	SAMEA3879004	FJUV00000000.1	na	1639	1639	Listeria monocytogenes		ILCC619	latest	Contig	Major	Full	2016/06/02	ILCC619_contigs	JUSTUS LIEBIG UNIVERSITY	GCA_900074875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/074/875/GCF_900074875.1_ILCC619_contigs		
GCF_900162115.1	PRJNA224116	SAMEA72809668	FUIU00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15G10	latest	Contig	Major	Full	2017/02/10	15G10	University of Surrey	GCA_900162115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/115/GCF_900162115.1_15G10		
GCF_900162125.1	PRJNA224116	SAMEA72822418	FUIZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	19C01	latest	Contig	Major	Full	2017/02/10	19C01	University of Surrey	GCA_900162125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/125/GCF_900162125.1_19C01		
GCF_900162135.1	PRJNA224116	SAMEA72829918	FUJP00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	27A05	latest	Contig	Major	Full	2017/02/10	27A05	University of Surrey	GCA_900162135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/135/GCF_900162135.1_27A05		
GCF_900162145.1	PRJNA224116	SAMEA72838918	FUJZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	12F11	latest	Contig	Major	Full	2017/02/10	12F11	University of Surrey	GCA_900162145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/145/GCF_900162145.1_12F11		
GCF_900162155.1	PRJNA224116	SAMEA72807418	FUIN00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15D07	latest	Contig	Major	Full	2017/02/10	15D07	University of Surrey	GCA_900162155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/155/GCF_900162155.1_15D07		
GCF_900162165.1	PRJNA224116	SAMEA72813418	FUIV00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16H02	latest	Contig	Major	Full	2017/02/10	16H02	University of Surrey	GCA_900162165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/165/GCF_900162165.1_16H02		
GCF_900162175.1	PRJNA224116	SAMEA72812668	FUIT00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16C03	latest	Contig	Major	Full	2017/02/10	16C03	University of Surrey	GCA_900162175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/175/GCF_900162175.1_16C03		
GCF_900162185.1	PRJNA224116	SAMEA72823918	FUJH00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	19I05	latest	Contig	Major	Full	2017/02/10	19I05	University of Surrey	GCA_900162185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/185/GCF_900162185.1_19I05		
GCF_900162195.1	PRJNA224116	SAMEA72808168	FUIM00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15F05	latest	Contig	Major	Full	2017/02/10	15F05	University of Surrey	GCA_900162195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/195/GCF_900162195.1_15F05		
GCF_900162205.1	PRJNA224116	SAMEA72826918	FUJQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	25B09	latest	Contig	Major	Full	2017/02/10	25B09	University of Surrey	GCA_900162205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/205/GCF_900162205.1_25B09		
GCF_900162215.1	PRJNA224116	SAMEA72816418	FUJA00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	17A02	latest	Contig	Major	Full	2017/02/10	17A02	University of Surrey	GCA_900162215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/215/GCF_900162215.1_17A02		
GCF_900162225.1	PRJNA224116	SAMEA72821668	FUIY00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	19B09	latest	Contig	Major	Full	2017/02/10	19B09	University of Surrey	GCA_900162225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/225/GCF_900162225.1_19B09		
GCF_900162235.1	PRJNA224116	SAMEA72831418	FUJS00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	27F01	latest	Contig	Major	Full	2017/02/10	27F01	University of Surrey	GCA_900162235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/235/GCF_900162235.1_27F01		
GCF_900162245.1	PRJNA224116	SAMEA72805168	FUIL00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15A07	latest	Contig	Major	Full	2017/02/10	15A07	University of Surrey	GCA_900162245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/245/GCF_900162245.1_15A07		
GCF_900162255.1	PRJNA224116	SAMEA72824668	FUJK00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	22A07	latest	Contig	Major	Full	2017/02/10	22A07	University of Surrey	GCA_900162255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/255/GCF_900162255.1_22A07		
GCF_900162265.1	PRJNA224116	SAMEA72806668	FUIP00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15C02	latest	Contig	Major	Full	2017/02/10	15C02	University of Surrey	GCA_900162265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/265/GCF_900162265.1_15C02		
GCF_900162275.1	PRJNA224116	SAMEA72804418	FUIK00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15A04	latest	Contig	Major	Full	2017/02/10	15A04	University of Surrey	GCA_900162275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/275/GCF_900162275.1_15A04		
GCF_900162285.1	PRJNA224116	SAMEA72814918	FUJD00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16J10	latest	Contig	Major	Full	2017/02/10	16J10	University of Surrey	GCA_900162285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/285/GCF_900162285.1_16J10		
GCF_900162295.1	PRJNA224116	SAMEA72805918	FUIJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15B09	latest	Contig	Major	Full	2017/02/10	15B09	University of Surrey	GCA_900162295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/295/GCF_900162295.1_15B09		
GCF_900162305.1	PRJNA224116	SAMEA72811918	FUIS00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16C01	latest	Contig	Major	Full	2017/02/10	16C01	University of Surrey	GCA_900162305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/305/GCF_900162305.1_16C01		
GCF_900162315.1	PRJNA224116	SAMEA72829168	FUJL00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	25H01	latest	Contig	Major	Full	2017/02/10	25H01	University of Surrey	GCA_900162315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/315/GCF_900162315.1_25H01		
GCF_900162325.1	PRJNA224116	SAMEA72833668	FUJX00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	30I08	latest	Contig	Major	Full	2017/02/10	30I08	University of Surrey	GCA_900162325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/325/GCF_900162325.1_30I08		
GCF_900162335.1	PRJNA224116	SAMEA72827668	FUJR00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	25D07	latest	Contig	Major	Full	2017/02/10	25D07	University of Surrey	GCA_900162335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/335/GCF_900162335.1_25D07		
GCF_900162345.1	PRJNA224116	SAMEA72838168	FUKA00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	33H04	latest	Contig	Major	Full	2017/02/10	33H04	University of Surrey	GCA_900162345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/345/GCF_900162345.1_33H04		
GCF_900162355.1	PRJNA224116	SAMEA72817918	FUJG00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	18C07	latest	Contig	Major	Full	2017/02/10	18C07	University of Surrey	GCA_900162355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/355/GCF_900162355.1_18C07		
GCF_900162365.1	PRJNA224116	SAMEA72825418	FUJO00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	22B09	latest	Contig	Major	Full	2017/02/10	22B09	University of Surrey	GCA_900162365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/365/GCF_900162365.1_22B09		
GCF_900162375.1	PRJNA224116	SAMEA72820918	FUJI00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	19B07	latest	Contig	Major	Full	2017/02/10	19B07	University of Surrey	GCA_900162375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/375/GCF_900162375.1_19B07		
GCF_900162385.1	PRJNA224116	SAMEA72818668	FUJJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	18F03	latest	Contig	Major	Full	2017/02/10	18F03	University of Surrey	GCA_900162385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/385/GCF_900162385.1_18F03		
GCF_900162395.1	PRJNA224116	SAMEA72835168	FUKC00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	32B03	latest	Contig	Major	Full	2017/02/10	32B03	University of Surrey	GCA_900162395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/395/GCF_900162395.1_32B03		
GCF_900162405.1	PRJNA224116	SAMEA72832918	FUKB00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	30I03	latest	Contig	Major	Full	2017/02/10	30I03	University of Surrey	GCA_900162405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/405/GCF_900162405.1_30I03		
GCF_900162415.1	PRJNA224116	SAMEA72834418	FUKE00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	31H06	latest	Contig	Major	Full	2017/02/10	31H06	University of Surrey	GCA_900162415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/415/GCF_900162415.1_31H06		
GCF_900162425.1	PRJNA224116	SAMEA72830668	FUJT00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	27B01	latest	Contig	Major	Full	2017/02/10	27B01	University of Surrey	GCA_900162425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/425/GCF_900162425.1_27B01		
GCF_900162435.1	PRJNA224116	SAMEA72815668	FUJE00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16J10_2	latest	Contig	Major	Full	2017/02/10	16J10_2	University of Surrey	GCA_900162435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/435/GCF_900162435.1_16J10_2		
GCF_900162445.1	PRJNA224116	SAMEA72814168	FUIR00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16J08	latest	Contig	Major	Full	2017/02/10	16J08	University of Surrey	GCA_900162445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/445/GCF_900162445.1_16J08		
GCF_900162455.1	PRJNA224116	SAMEA72823168	FUJC00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	19D07	latest	Contig	Major	Full	2017/02/10	19D07	University of Surrey	GCA_900162455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/455/GCF_900162455.1_19D07		
GCF_900162465.1	PRJNA224116	SAMEA72819418	FUJB00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	18F07	latest	Contig	Major	Full	2017/02/10	18F07	University of Surrey	GCA_900162465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/465/GCF_900162465.1_18F07		
GCF_900162475.1	PRJNA224116	SAMEA72826168	FUJN00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	23A07	latest	Contig	Major	Full	2017/02/10	23A07	University of Surrey	GCA_900162475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/475/GCF_900162475.1_23A07		
GCF_900162485.1	PRJNA224116	SAMEA72836668	FUJY00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	32D10	latest	Contig	Major	Full	2017/02/10	32D10	University of Surrey	GCA_900162485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/485/GCF_900162485.1_32D10		
GCF_900162495.1	PRJNA224116	SAMEA72835918	FUKF00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	32C06	latest	Contig	Major	Full	2017/02/10	32C06	University of Surrey	GCA_900162495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/495/GCF_900162495.1_32C06		
GCF_900162505.1	PRJNA224116	SAMEA72837418	FUJW00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	33H08	latest	Contig	Major	Full	2017/02/10	33H08	University of Surrey	GCA_900162505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/505/GCF_900162505.1_33H08		
GCF_900162515.1	PRJNA224116	SAMEA72832168	FUJU00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	27I07	latest	Contig	Major	Full	2017/02/10	27I07	University of Surrey	GCA_900162515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/515/GCF_900162515.1_27I07		
GCF_900162525.1	PRJNA224116	SAMEA72817168	FUIX00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	17K09	latest	Contig	Major	Full	2017/02/10	17K09	University of Surrey	GCA_900162525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/525/GCF_900162525.1_17K09		
GCF_900162535.1	PRJNA224116	SAMEA72828418	FUJM00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	25F07	latest	Contig	Major	Full	2017/02/10	25F07	University of Surrey	GCA_900162535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/535/GCF_900162535.1_25F07		
GCF_900162545.1	PRJNA224116	SAMEA72820168	FUJF00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	18G03	latest	Contig	Major	Full	2017/02/10	18G03	University of Surrey	GCA_900162545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/545/GCF_900162545.1_18G03		
GCF_900162555.1	PRJNA224116	SAMEA72808918	FUIO00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15G01	latest	Contig	Major	Full	2017/02/10	15G01	University of Surrey	GCA_900162555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/555/GCF_900162555.1_15G01		
GCF_900162565.1	PRJNA224116	SAMEA72811168	FUIW00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	16A01	latest	Contig	Major	Full	2017/02/10	16A01	University of Surrey	GCA_900162565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/565/GCF_900162565.1_16A01		
GCF_900162575.1	PRJNA224116	SAMEA72839668	FUJV00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	06B04	latest	Contig	Major	Full	2017/02/10	06B04	University of Surrey	GCA_900162575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/575/GCF_900162575.1_06B04		
GCF_900162585.1	PRJNA224116	SAMEA72803668	FUII00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	08A06	latest	Contig	Major	Full	2017/02/10	08A06	University of Surrey	GCA_900162585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/585/GCF_900162585.1_08A06		
GCF_900162595.1	PRJNA224116	SAMEA72810418	FUIQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	15I05	latest	Contig	Major	Full	2017/02/10	15I05	University of Surrey	GCA_900162595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/595/GCF_900162595.1_15I05		
GCF_900162605.1	PRJNA224116	SAMEA72840418	FUKD00000000.1	na	1639	1639	Listeria monocytogenes	strain=n/a	21B06	latest	Contig	Major	Full	2017/02/10	21B06	University of Surrey	GCA_900162605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/605/GCF_900162605.1_21B06		
GCF_900169615.1	PRJNA224116	SAMEA103917907	FWDT00000000.1	na	1639	1639	Listeria monocytogenes		5479	latest	Contig	Major	Full	2017/03/21	5479	UNIMI	GCA_900169615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/615/GCF_900169615.1_5479		
