GenomeElements	VALUE
lmo1387	0.0
lmo1388	0.0
lmo1389	0.0
lmo1390	0.0
lmo1391	0.0
lmo1392	0.0
lmo1393	0.0
lmo1394	0.0
lmo1395	0.0
lmo1396	0.0
lmo1397	0.0
lmo1398	0.0
lmo1399	0.0
lmo13a	-1.0
lmo1400	0.0
lmo1401	0.0
lmo1402	0.0
lmo1403	0.0
lmo1404	0.0
lmo1405	0.0
lmo1406	0.0
lmo1407	0.0
lmo1408	0.0
lmo1409	0.0
lmo1410	0.0
lmo1411	0.0
lmo1412	0.0
lmo1413	5.0
lmo1414	0.0
lmo1415	0.0
lmo1416	0.0
lmo1417	0.0
lmo1418	0.0
lmo1419	0.0
lmo1420	0.0
lmo1421	0.0
lmo1422	0.0
lmo1423	0.0
lmo1424	0.0
lmo1425	0.0
lmo1426	0.0
lmo1427	0.0
lmo1428	0.0
lmo1429	0.0
lmo1430	0.0
lmo1431	0.0
lmo1432	0.0
lmo1433	0.0
lmo1434	0.0
lmo1435	0.0
lmo1436	0.0
lmo1437	0.0
lmo1438	0.0
lmo1439	0.0
lmo1440	0.0
lmo1441	0.0
lmo1442	0.0
lmo1443	0.0
lmo1444	0.0
lmo1445	0.0
lmo1446	0.0
lmo1447	0.0
lmo1448	0.0
lmo1449	0.0
lmo1450	0.0
lmo1451	0.0
lmo1452	0.0
lmo1453	0.0
lmo1454	0.0
lmo1455	0.0
lmo1456	0.0
lmo1457	0.0
lmo1458	0.0
lmo1459	0.0
lmo1460	0.0
lmo1461	0.0
lmo1462	0.0
lmo1463	0.0
lmo1464	0.0
lmo1465	0.0
lmo1466	0.0
lmo1467	0.0
lmo1468	0.0
lmo1469	0.0
lmo1470	0.0
lmo1471	0.0
lmo1472	0.0
lmo1473	0.0
lmo1474	0.0
lmo1475	0.0
lmo1476	0.0
lmo1477	0.0
lmo1478	0.0
lmo1479	0.0
lmo1480	0.0
lmo1481	0.0
lmo1482	0.0
lmo1483	0.0
lmo1484	0.0
lmo1485	0.0
lmo1486	0.0
lmo1487	0.0
lmo1488	0.0
lmo1489	0.0
lmo1490	0.0
lmo1491	0.0
lmo1492	0.0
lmo1493	0.0
lmo1494	0.0
lmo1495	0.0
lmo1496	0.0
lmo1497	0.0
lmo1498	0.0
lmo1499	0.0
lmo1500	0.0
lmo1501	0.0
lmo1502	0.0
lmo1503	0.0
lmo1504	0.0
lmo1505	0.0
lmo1506	0.0
lmo1507	0.0
lmo1508	0.0
lmo1509	0.0
lmo1510	0.0
lmo1511	0.0
lmo1512	0.0
lmo1513	0.0
lmo1514	0.0
lmo1515	0.0
lmo1516	0.0
lmo1517	0.0
lmo1518	0.0
lmo1519	0.0
lmo1520	0.0
lmo1521	0.0
lmo1522	0.0
lmo1523	0.0
lmo1524	0.0
lmo1525	0.0
lmo1526	0.0
lmo1527	0.0
lmo1528	0.0
lmo1529	0.0
lmo1530	0.0
lmo1531	0.0
lmo1532	0.0
lmo1533	0.0
lmo1534	0.0
lmo1535	0.0
lmo1536	0.0
lmo1537	0.0
lmo1538	0.0
lmo1539	0.0
lmo1540	0.0
lmo1541	0.0
lmo1542	0.0
lmo1543	0.0
lmo1544	0.0
lmo1545	0.0
lmo1546	0.0
lmo1547	0.0
lmo1548	0.0
lmo1549	0.0
lmo1550	0.0
lmo1551	0.0
lmo1552	0.0
lmo1553	0.0
lmo1554	0.0
lmo1555	0.0
lmo1556	0.0
lmo1557	0.0
lmo1558	0.0
lmo1559	0.0
lmo1560	0.0
lmo1561	0.0
lmo1562	0.0
lmo1563	0.0
lmo1564	0.0
lmo1565	0.0
lmo1566	0.0
lmo1567	0.0
lmo1568	0.0
lmo1569	0.0
lmo1570	0.0
lmo1571	0.0
lmo1572	0.0
lmo1573	0.0
lmo1574	0.0
lmo1575	0.0
lmo1576	0.0
lmo1577	0.0
lmo1578	0.0
lmo1579	0.0
lmo1580	0.0
lmo1581	0.0
lmo1582	0.0
lmo1583	0.0
lmo1584	0.0
lmo1585	0.0
lmo1586	0.0
lmo1587	0.0
lmo1588	0.0
lmo1589	0.0
lmo1590	0.0
lmo1591	0.0
lmo1592	0.0
lmo1593	0.0
lmo1594	0.0
lmo1595	0.0
lmo1596	0.0
lmo1596a	-1.0
lmo1597	0.0
lmo1598	0.0
lmo1599	0.0
lmo1600	0.0
lmo1601	0.0
lmo1602	0.0
lmo1603	0.0
lmo1604	0.0
lmo1605	0.0
lmo1606	0.0
lmo1607	0.0
lmo1608	0.0
lmo1609	0.0
lmo1610	0.0
lmo1611	0.0
lmo1612	0.0
lmo1613	0.0
lmo1614	0.0
lmo1615	0.0
lmo1616	0.0
lmo1617	0.0
lmo1618	0.0
lmo1619	0.0
lmo1620	0.0
lmo1621	0.0
lmo1622	0.0
lmo1623	0.0
lmo1624	0.0
lmo1625	0.0
lmo1626	0.0
lmo1627	0.0
lmo1628	0.0
lmo1629	0.0
lmo1630	0.0
lmo1631	0.0
lmo1632	0.0
lmo1633	0.0
lmo1634	0.0
lmo1635	0.0
lmo1636	0.0
lmo1637	0.0
lmo1638	0.0
lmo1639	0.0
lmo1640	0.0
lmo1641	0.0
lmo1642	0.0
lmo1643	0.0
lmo1644	0.0
lmo1645	0.0
lmo1646	0.0
lmo1647	0.0
lmo1648	0.0
lmo1649	0.0
lmo1650	0.0
lmo1651	0.0
lmo1652	0.0
lmo1653	0.0
lmo1654	0.0
lmo1655	0.0
lmo1656	0.0
lmo1657	0.0
lmo1658	0.0
lmo1659	0.0
lmo1660	0.0
lmo1661	0.0
lmo1662	0.0
lmo1663	0.0
lmo1664	0.0
lmo1665	0.0
lmo1666	5.0
lmo1667	0.0
lmo1668	0.0
lmo1669	0.0
lmo1670	0.0
lmo1671	0.0
lmo1672	0.0
lmo1673	0.0
lmo1674	0.0
lmo1675	0.0
lmo1676	0.0
lmo1677	0.0
lmo1678	0.0
lmo1679	0.0
lmo1680	0.0
lmo1681	0.0
lmo1682	0.0
lmo1683	0.0
lmo1684	0.0
lmo1685	0.0
lmo1686	0.0
lmo1687	0.0
lmo1688	0.0
lmo1689	0.0
lmo1690	0.0
lmo1691	0.0
lmo1692	0.0
lmo1693	0.0
lmo1694	0.0
lmo1695	0.0
lmo1696	0.0
lmo1697	0.0
lmo1698	0.0
lmo1699	0.0
lmo1700	0.0
lmo1701	0.0
lmo1702	0.0
lmo1703	0.0
lmo1704	0.0
lmo1705	0.0
lmo1706	0.0
lmo1707	0.0
lmo1708	0.0
lmo1709	0.0
lmo1710	0.0
lmo1711	0.0
lmo1712	0.0
lmo1713	0.0
lmo1714	0.0
lmo1715	0.0
lmo1716	0.0
lmo1717	0.0
lmo1718	0.0
lmo1719	0.0
lmo1720	0.0
lmo1721	0.0
lmo1722	0.0
lmo1723	0.0
lmo1724	0.0
lmo1725	0.0
lmo1726	0.0
lmo1727	0.0
lmo1728	0.0
lmo1729	0.0
lmo1730	0.0
lmo1731	0.0
lmo1732	0.0
lmo1733	0.0
lmo1734	0.0
lmo1735	0.0
lmo1736	0.0
lmo1737	0.0
lmo1738	0.0
lmo1739	0.0
lmo1740	0.0
lmo1741	0.0
lmo1742	0.0
lmo1743	0.0
lmo1744	0.0
lmo1745	0.0
lmo1746	0.0
lmo1747	0.0
lmo1748	0.0
lmo1749	0.0
lmo1750	0.0
lmo1751	0.0
lmo1752	0.0
lmo1753	0.0
lmo1754	0.0
lmo1755	0.0
lmo1756	0.0
lmo1757	0.0
lmo1758	0.0
lmo1759	0.0
lmo1760	0.0
lmo1761	0.0
lmo1762	0.0
lmo1763	0.0
lmo1764	0.0
lmo1765	0.0
lmo1766	0.0
lmo1767	0.0
lmo1768	0.0
lmo1769	0.0
lmo1770	0.0
lmo1771	0.0
lmo1772	0.0
lmo1773	0.0
lmo1774	0.0
lmo1775	0.0
lmo1776	0.0
lmo1777	0.0
lmo1778	0.0
lmo1779	0.0
lmo1780	0.0
lmo1781	0.0
lmo1782	0.0
lmo1783	0.0
lmo1784	0.0
lmo1785	0.0
lmo1786	0.0
lmo1787	0.0
lmo1788	0.0
lmo1789	0.0
lmo1790	0.0
lmo1791	0.0
lmo1792	0.0
lmo1793	0.0
lmo1794	0.0
lmo1795	0.0
lmo1796	0.0
lmo1797	0.0
lmo1798	0.0
lmo1799	0.0
lmo1800	0.0
lmo1801	0.0
lmo1802	0.0
lmo1803	0.0
lmo1804	0.0
lmo1805	0.0
lmo1806	0.0
lmo1807	0.0
lmo1808	0.0
lmo1809	0.0
lmo1810	0.0
lmo1811	0.0
lmo1812	0.0
lmo1813	0.0
lmo1814	0.0
lmo1815	0.0
lmo1816	0.0
lmo1817	0.0
lmo1818	0.0
lmo1819	0.0
lmo1820	0.0
lmo1821	0.0
lmo1822	0.0
lmo1823	0.0
lmo1824	0.0
lmo1825	0.0
lmo1826	0.0
lmo1827	0.0
lmo1828	0.0
lmo1829	0.0
lmo1830	0.0
lmo1831	0.0
lmo1832	0.0
lmo1833	0.0
lmo1834	0.0
lmo1835	0.0
lmo1836	0.0
lmo1837	0.0
lmo1838	0.0
lmo1839	0.0
lmo1840	0.0
lmo1841	0.0
lmo1842	0.0
lmo1843	0.0
lmo1844	0.0
lmo1845	0.0
lmo1846	0.0
lmo1847	0.0
lmo1848	0.0
lmo1849	0.0
lmo1850	0.0
lmo1851	0.0
lmo1852	0.0
lmo1853	0.0
lmo1854	0.0
lmo1855	0.0
lmo1856	0.0
lmo1857	0.0
lmo1858	0.0
lmo1859	0.0
lmo1860	0.0
lmo1861	0.0
lmo1862	0.0
lmo1863	0.0
lmo1864	0.0
lmo1865	0.0
lmo1866	0.0
lmo1867	0.0
lmo1868	0.0
lmo1869	0.0
lmo1870	0.0
lmo1871	0.0
lmo1872	0.0
lmo1873	0.0
lmo1874	0.0
lmo1875	0.0
lmo1877	0.0
lmo1878	0.0
lmo1879	0.0
lmo1880	0.0
lmo1881	0.0
lmo1882	0.0
lmo1883	0.0
lmo1884	0.0
lmo1885	0.0
lmo1886	0.0
lmo1887	0.0
lmo1888	0.0
lmo1889	0.0
lmo1890	0.0
lmo1891	0.0
lmo1892	5.0
lmo1893	0.0
lmo1894	0.0
lmo1895	0.0
lmo1896	0.0
lmo1897	0.0
lmo1898	0.0
lmo1899	0.0
lmo1900	0.0
lmo1901	0.0
lmo1902	0.0
lmo1903	0.0
lmo1904	0.0
lmo1905	0.0
lmo1906	0.0
lmo1907	0.0
lmo1908	0.0
lmo1909	0.0
lmo1910	0.0
lmo1911	0.0
lmo1912	0.0
lmo1913	0.0
lmo1914	0.0
lmo1915	0.0
lmo1916	0.0
lmo1917	0.0
lmo1918	0.0
lmo1919	0.0
lmo1920	0.0
lmo1921	0.0
lmo1922	0.0
lmo1923	0.0
lmo1924	0.0
lmo1925	0.0
lmo1926	0.0
lmo1927	0.0
lmo1928	0.0
lmo1929	0.0
lmo1930	0.0
lmo1931	0.0
lmo1932	0.0
lmo1933	0.0
lmo1934	0.0
lmo1935	0.0
lmo1936	0.0
lmo1937	0.0
lmo1938	0.0
lmo1939	0.0
lmo1940	0.0
lmo1941	0.0
lmo1942	0.0
lmo1943	0.0
lmo1944	0.0
lmo1945	0.0
lmo1946	0.0
lmo1947	0.0
lmo1948	0.0
lmo1949	0.0
lmo1950	0.0
lmo1951	0.0
lmo1952	0.0
lmo1953	0.0
lmo1954	0.0
lmo1955	0.0
lmo1956	0.0
lmo1957	0.0
lmo1958	0.0
lmo1959	0.0
lmo1960	0.0
lmo1961	0.0
lmo1962	0.0
lmo1963	0.0
lmo1964	0.0
lmo1965	0.0
lmo1966	0.0
lmo1967	0.0
lmo1968	0.0
lmo1969	0.0
lmo1970	0.0
lmo1971	0.0
lmo1972	0.0
lmo1973	0.0
lmo1974	0.0
lmo1975	0.0
lmo1976	0.0
lmo1977	0.0
lmo1978	0.0
lmo1979	0.0
lmo1980	0.0
lmo1981	0.0
lmo1982	0.0
lmo1983	0.0
lmo1984	0.0
lmo1985	0.0
lmo1986	0.0
lmo1987	0.0
lmo1988	0.0
lmo1989	0.0
lmo1990	0.0
lmo1991	0.0
lmo1992	0.0
lmo1993	0.0
lmo1994	0.0
lmo1995	0.0
lmo1996	0.0
lmo1997	0.0
lmo1998	0.0
lmo1999	0.0
lmo2000	0.0
lmo2001	0.0
lmo2002	0.0
lmo2003	0.0
lmo2004	0.0
lmo2005	0.0
lmo2006	0.0
lmo2007	0.0
lmo2008	0.0
lmo2009	0.0
lmo2010	0.0
lmo2011	0.0
lmo2012	0.0
lmo2013	0.0
lmo2014	0.0
lmo2015	0.0
lmo2016	0.0
lmo2017	0.0
lmo2018	0.0
lmo2019	0.0
lmo2020	0.0
lmo2021	0.0
lmo2022	0.0
lmo2023	0.0
lmo2024	0.0
lmo2025	0.0
lmo2026	0.0
lmo2027	0.0
lmo2028	0.0
lmo2029	0.0
lmo2030	0.0
lmo2031	0.0
lmo2032	0.0
lmo2033	0.0
lmo2034	0.0
lmo2035	0.0
lmo2036	0.0
lmo2037	0.0
lmo2038	0.0
lmo2039	0.0
lmo2040	0.0
lmo2041	0.0
lmo2042	0.0
lmo2043	0.0
lmo2044	0.0
lmo2045	0.0
lmo2046	0.0
lmo2047	0.0
lmo2048	0.0
lmo2049	0.0
lmo2050	0.0
lmo2051	0.0
lmo2052	0.0
lmo2053	0.0
lmo2054	0.0
lmo2055	0.0
lmo2056	0.0
lmo2057	0.0
lmo2058	0.0
lmo2059	0.0
lmo2060	0.0
lmo2061	0.0
lmo2062	0.0
lmo2063	0.0
lmo2064	0.0
lmo2065	0.0
lmo2066	0.0
lmo2067	0.0
lmo2068	0.0
lmo2069	0.0
lmo2070	0.0
lmo2071	0.0
lmo2072	0.0
lmo2073	0.0
lmo2074	0.0
lmo2075	0.0
lmo2076	0.0
lmo2077	0.0
lmo2078	0.0
lmo2079	0.0
lmo2080	0.0
lmo2081	0.0
lmo2082	0.0
lmo2083	0.0
lmo2084	0.0
lmo2085	5.0
lmo2086	0.0
lmo2087	0.0
lmo2088	0.0
lmo2089	0.0
lmo2090	0.0
lmo2091	0.0
lmo2092	0.0
lmo2093	0.0
lmo2094	0.0
lmo2095	0.0
lmo2096	0.0
lmo2097	0.0
lmo2098	0.0
lmo2099	0.0
lmo2100	0.0
lmo2101	0.0
lmo2102	0.0
lmo2103	0.0
lmo2104	0.0
lmo2104a	-1.0
lmo2105	0.0
lmo2106	0.0
lmo2107	0.0
lmo2108	0.0
lmo2109	0.0
lmo2110	0.0
lmo2111	0.0
lmo2112	0.0
lmo2113	0.0
lmo2114	0.0
lmo2115	0.0
lmo2116	0.0
lmo2117	0.0
lmo2118	0.0
lmo2119	0.0
lmo2120	0.0
lmo2121	0.0
lmo2122	0.0
lmo2123	0.0
lmo2124	0.0
lmo2125	0.0
lmo2126	0.0
lmo2127	0.0
lmo2128	0.0
lmo2129	0.0
lmo2130	0.0
lmo2131	0.0
lmo2132	0.0
lmo2133	0.0
lmo2134	0.0
lmo2135	0.0
lmo2136	0.0
lmo2137	0.0
lmo2138	0.0
lmo2139	0.0
lmo2140	0.0
lmo2141	0.0
lmo2142	0.0
lmo2143	0.0
lmo2144	0.0
lmo2145	0.0
lmo2146	0.0
lmo2147	0.0
lmo2148	0.0
lmo2149	0.0
lmo2150	0.0
lmo2151	0.0
lmo2152	0.0
lmo2153	0.0
lmo2154	0.0
lmo2155	0.0
lmo2156	0.0
lmo2157	0.0
lmo2158	0.0
lmo2159	0.0
lmo2160	0.0
lmo2161	0.0
lmo2162	0.0
lmo2163	0.0
lmo2164	0.0
lmo2165	0.0
lmo2166	0.0
lmo2167	0.0
lmo2168	0.0
lmo2169	0.0
lmo2170	0.0
lmo2171	0.0
lmo2172	0.0
lmo2173	0.0
lmo2174	0.0
lmo2175	0.0
lmo2176	0.0
lmo2177	0.0
lmo2178	0.0
lmo2179	0.0
lmo2180	0.0
lmo2181	0.0
lmo2182	0.0
lmo2183	0.0
lmo2184	0.0
lmo2185	5.0
lmo2186	5.0
lmo2187	0.0
lmo2188	0.0
lmo2189	0.0
lmo2190	0.0
lmo2191	0.0
lmo2192	0.0
lmo2193	0.0
lmo2194	0.0
lmo2195	0.0
lmo2196	0.0
lmo2197	0.0
lmo2198	0.0
lmo2199	0.0
lmo2200	0.0
lmo2201	0.0
lmo2202	0.0
lmo2203	0.0
lmo2204	0.0
lmo2205	0.0
lmo2206	0.0
lmo2207	0.0
lmo2208	0.0
lmo2209	0.0
lmo2210	0.0
lmo2211	0.0
lmo2212	0.0
lmo2213	0.0
lmo2214	0.0
lmo2215	0.0
lmo2216	0.0
lmo2217	0.0
lmo2218	0.0
lmo2219	0.0
lmo2220	0.0
lmo2221	0.0
lmo2222	0.0
lmo2223	0.0
lmo2224	0.0
lmo2225	0.0
lmo2226	0.0
lmo2227	0.0
lmo2228	0.0
lmo2229	0.0
lmo2230	0.0
lmo2231	0.0
lmo2232	0.0
lmo2233	0.0
lmo2234	0.0
lmo2235	0.0
lmo2236	0.0
lmo2237	0.0
lmo2238	0.0
lmo2239	0.0
lmo2240	0.0
lmo2241	0.0
lmo2242	0.0
lmo2243	0.0
lmo2244	0.0
lmo2245	0.0
lmo2246	0.0
lmo2247	0.0
lmo2248	0.0
lmo2249	0.0
lmo2250	0.0
lmo2251	0.0
lmo2252	0.0
lmo2253	0.0
lmo2254	0.0
lmo2255	0.0
lmo2256	0.0
lmo2257	0.0
lmo2258	0.0
lmo2259	0.0
lmo2260	0.0
lmo2261	0.0
lmo2262	0.0
lmo2263	0.0
lmo2264	0.0
lmo2265	0.0
lmo2266	0.0
lmo2267	0.0
lmo2268	0.0
lmo2269	0.0
lmo2270	0.0
lmo2271	0.0
lmo2272	0.0
lmo2273	0.0
lmo2274	0.0
lmo2275	0.0
lmo2276	0.0
lmo2277	0.0
lmo2278	0.0
lmo2279	0.0
lmo2280	0.0
lmo2281	0.0
lmo2282	0.0
lmo2283	0.0
lmo2284	0.0
lmo2285	0.0
lmo2286	0.0
lmo2287	0.0
lmo2288	0.0
lmo2289	0.0
lmo2290	0.0
lmo2291	0.0
lmo2292	0.0
lmo2293	0.0
lmo2294	0.0
lmo2295	0.0
lmo2296	0.0
lmo2297	0.0
lmo2298	0.0
lmo2299	0.0
lmo2300	0.0
lmo2301	0.0
lmo2302	0.0
lmo2303	0.0
lmo2304	0.0
lmo2305	0.0
lmo2306	0.0
lmo2307	0.0
lmo2308	0.0
lmo2309	0.0
lmo2310	0.0
lmo2311	0.0
lmo2312	0.0
lmo2313	0.0
lmo2314	0.0
lmo2315	0.0
lmo2316	0.0
lmo2317	0.0
lmo2318	0.0
lmo2319	0.0
lmo2320	0.0
lmo2321	0.0
lmo2322	0.0
lmo2323	0.0
lmo2324	0.0
lmo2325	0.0
lmo2325a	-1.0
lmo2326	0.0
lmo2327	0.0
lmo2328	0.0
lmo2329	0.0
lmo2329a	-1.0
lmo2330	0.0
lmo2331	0.0
lmo2332	0.0
lmo2334	0.0
lmo2335	0.0
lmo2336	0.0
lmo2337	0.0
lmo2338	0.0
lmo2339	0.0
lmo2340	0.0
lmo2341	0.0
lmo2342	0.0
lmo2343	0.0
lmo2344	0.0
lmo2345	0.0
lmo2346	0.0
lmo2347	0.0
lmo2348	0.0
lmo2349	0.0
lmo2350	0.0
lmo2351	0.0
lmo2352	0.0
lmo2353	0.0
lmo2354	0.0
lmo2355	0.0
lmo2356	0.0
lmo2357	0.0
lmo2358	0.0
lmo2359	0.0
lmo2360	0.0
lmo2361	0.0
lmo2362	0.0
lmo2363	0.0
lmo2364	0.0
lmo2365	0.0
lmo2366	0.0
lmo2367	0.0
lmo2368	0.0
lmo2369	0.0
lmo2370	0.0
lmo2371	0.0
lmo2372	0.0
lmo2373	0.0
lmo2374	0.0
lmo2375	0.0
lmo2376	0.0
lmo2377	0.0
lmo2378	0.0
lmo2379	0.0
lmo2380	0.0
lmo2381	0.0
lmo2382	0.0
lmo2383	0.0
lmo2384	0.0
lmo2385	0.0
lmo2386	0.0
lmo2387	0.0
lmo2388	0.0
lmo2389	0.0
lmo2390	0.0
lmo2391	0.0
lmo2392	0.0
lmo2393	0.0
lmo2394	0.0
lmo2395	0.0
lmo2396	0.0
lmo2397	0.0
lmo2398	0.0
lmo2399	0.0
lmo2400	0.0
lmo2401	0.0
lmo2402	0.0
lmo2403	0.0
lmo2404	0.0
lmo2405	0.0
lmo2406	0.0
lmo2407	0.0
lmo2408	0.0
lmo2409	0.0
lmo2410	0.0
lmo2411	0.0
lmo2412	0.0
lmo2413	0.0
lmo2414	0.0
lmo2415	0.0
lmo2416	0.0
lmo2417	0.0
lmo2418	0.0
lmo2419	0.0
lmo2420	0.0
lmo2421	0.0
lmo2422	0.0
lmo2423	0.0
lmo2424	0.0
lmo2425	0.0
lmo2426	0.0
lmo2427	0.0
lmo2428	0.0
lmo2429	0.0
lmo2430	0.0
lmo2431	0.0
lmo2432	0.0
lmo2433	0.0
lmo2434	0.0
lmo2435	0.0
lmo2436	0.0
lmo2437	0.0
lmo2438	0.0
lmo2439	0.0
lmo2440	0.0
lmo2441	0.0
lmo2442	0.0
lmo2443	0.0
lmo2444	0.0
lmo2445	0.0
lmo2446	0.0
lmo2447	0.0
lmo2448	0.0
lmo2449	0.0
lmo2450	0.0
lmo2451	0.0
lmo2452	0.0
lmo2453	0.0
lmo2454	0.0
lmo2455	0.0
lmo2456	0.0
lmo2457	0.0
lmo2458	0.0
lmo2459	0.0
lmo2460	0.0
lmo2461	0.0
lmo2462	0.0
lmo2463	0.0
lmo2464	0.0
lmo2465	0.0
lmo2466	0.0
lmo2467	0.0
lmo2468	0.0
lmo2469	0.0
lmo2470	0.0
lmo2471	0.0
lmo2472	0.0
lmo2473	0.0
lmo2474	0.0
lmo2475	0.0
lmo2476	0.0
lmo2477	0.0
lmo2478	0.0
lmo2479	0.0
lmo2480	0.0
lmo2481	0.0
lmo2482	0.0
lmo2483	0.0
lmo2484	0.0
lmo2485	0.0
lmo2486	0.0
lmo2487	0.0
lmo2488	0.0
lmo2489	0.0
lmo2490	0.0
lmo2491	0.0
lmo2492	0.0
lmo2493	0.0
lmo2494	0.0
lmo2495	0.0
lmo2496	0.0
lmo2497	0.0
lmo2498	0.0
lmo2499	0.0
lmo2500	0.0
lmo2501	0.0
lmo2502	0.0
lmo2503	0.0
lmo2504	0.0
lmo2505	5.0
lmo2506	0.0
lmo2507	0.0
lmo2508	0.0
lmo2509	0.0
lmo2510	0.0
lmo2511	0.0
lmo2512	0.0
lmo2513	0.0
lmo2514	0.0
lmo2515	0.0
lmo2516	0.0
lmo2517	0.0
lmo2518	0.0
lmo2519	0.0
lmo2520	0.0
lmo2521	0.0
lmo2522	0.0
lmo2523	0.0
lmo2524	0.0
lmo2525	0.0
lmo2526	0.0
lmo2527	0.0
lmo2528	0.0
lmo2529	0.0
lmo2530	0.0
lmo2531	0.0
lmo2532	0.0
lmo2533	0.0
lmo2534	0.0
lmo2535	0.0
lmo2536	0.0
lmo2536a	-1.0
lmo2537	0.0
lmo2538	0.0
lmo2539	0.0
lmo2540	0.0
lmo2541	0.0
lmo2542	0.0
lmo2543	0.0
lmo2544	0.0
lmo2545	0.0
lmo2546	0.0
lmo2547	0.0
lmo2548	0.0
lmo2549	0.0
lmo2550	0.0
lmo2551	0.0
lmo2552	0.0
lmo2553	0.0
lmo2554	0.0
lmo2555	0.0
lmo2556	0.0
lmo2557	0.0
lmo2558	0.0
lmo2559	0.0
lmo2560	0.0
lmo2561	0.0
lmo2562	0.0
lmo2563	0.0
lmo2564	0.0
lmo2565	0.0
lmo2566	0.0
lmo2567	0.0
lmo2568	0.0
lmo2569	0.0
lmo2570	0.0
lmo2571	0.0
lmo2572	0.0
lmo2573	0.0
lmo2574	0.0
lmo2575	0.0
lmo2576	0.0
lmo2577	0.0
lmo2578	0.0
lmo2579	0.0
lmo2579a	-1.0
lmo2580	0.0
lmo2581	0.0
lmo2582	0.0
lmo2583	0.0
lmo2584	0.0
lmo2585	0.0
lmo2586	0.0
lmo2587	0.0
lmo2588	0.0
lmo2589	0.0
lmo2590	0.0
lmo2591	0.0
lmo2592	0.0
lmo2593	0.0
lmo2594	0.0
lmo2595	0.0
lmo2596	0.0
lmo2597	0.0
lmo2598	0.0
lmo2599	0.0
lmo2600	0.0
lmo2601	0.0
lmo2602	0.0
lmo2603	0.0
lmo2604	0.0
lmo2605	0.0
lmo2606	0.0
lmo2607	0.0
lmo2608	0.0
lmo2609	0.0
lmo2610	0.0
lmo2611	0.0
lmo2612	0.0
lmo2613	0.0
lmo2614	0.0
lmo2615	0.0
lmo2616	0.0
lmo2617	0.0
lmo2618	0.0
lmo2619	0.0
lmo2620	0.0
lmo2621	0.0
lmo2622	0.0
lmo2623	0.0
lmo2624	0.0
lmo2625	0.0
lmo2626	0.0
lmo2627	0.0
lmo2628	0.0
lmo2629	0.0
lmo2630	0.0
lmo2631	0.0
lmo2632	0.0
lmo2633	0.0
lmo2634	0.0
lmo2635	0.0
lmo2636	0.0
lmo2637	0.0
lmo2638	0.0
lmo2639	0.0
lmo2640	0.0
lmo2641	0.0
lmo2642	0.0
lmo2643	0.0
lmo2644	0.0
lmo2644a	-1.0
lmo2646	0.0
lmo2647	0.0
lmo2648	0.0
lmo2649	0.0
lmo2650	0.0
lmo2651	0.0
lmo2652	0.0
lmo2653	0.0
lmo2654	0.0
lmo2655	0.0
lmo2656	0.0
lmo2657	0.0
lmo2658	0.0
lmo2659	0.0
lmo2660	0.0
lmo2661	0.0
lmo2662	0.0
lmo2663	0.0
lmo2664	0.0
lmo2665	0.0
lmo2666	0.0
lmo2667	0.0
lmo2668	0.0
lmo2669	0.0
lmo2670	0.0
lmo2671	0.0
lmo2672	0.0
lmo2673	0.0
lmo2674	0.0
lmo2675	0.0
lmo2676	0.0
lmo2677	0.0
lmo2678	0.0
lmo2679	0.0
lmo2680	0.0
lmo2681	0.0
lmo2682	0.0
lmo2683	0.0
lmo2684	0.0
lmo2685	0.0
lmo2686	0.0
lmo2687	0.0
lmo2688	0.0
lmo2689	0.0
lmo2689a	-1.0
lmo2690	0.0
lmo2691	5.0
lmo2692	0.0
lmo2693	0.0
lmo2694	0.0
lmo2695	0.0
lmo2696	0.0
lmo2697	0.0
lmo2698	0.0
lmo2699	0.0
lmo2700	0.0
lmo2701	0.0
lmo2702	0.0
lmo2703	0.0
lmo2704	0.0
lmo2705	0.0
lmo2706	0.0
lmo2707	0.0
lmo2708	0.0
lmo2709	0.0
lmo2710	0.0
lmo2711	0.0
lmo2712	0.0
lmo2713	0.0
lmo2714	5.0
lmo2715	0.0
lmo2716	0.0
lmo2717	0.0
lmo2718	0.0
lmo2719	0.0
lmo2720	0.0
lmo2721	0.0
lmo2722	0.0
lmo2723	0.0
lmo2724	0.0
lmo2725	0.0
lmo2726	0.0
lmo2727	0.0
lmo2728	0.0
lmo2729	0.0
lmo2730	0.0
lmo2731	0.0
lmo2732	0.0
lmo2733	0.0
lmo2734	0.0
lmo2735	0.0
lmo2736	0.0
lmo2737	0.0
lmo2738	0.0
lmo2739	0.0
lmo2740	0.0
lmo2741	0.0
lmo2742	0.0
lmo2743	0.0
lmo2744	0.0
lmo2745	0.0
lmo2746	0.0
lmo2747	0.0
lmo2748	0.0
lmo2749	0.0
lmo2750	0.0
lmo2751	0.0
lmo2752	0.0
lmo2753	0.0
lmo2754	0.0
lmo2755	0.0
lmo2756	0.0
lmo2757	0.0
lmo2758	0.0
lmo2759	0.0
lmo2760	0.0
lmo2760a	-1.0
lmo2761	0.0
lmo2762	0.0
lmo2763	0.0
lmo2764	0.0
lmo2765	0.0
lmo2766	0.0
lmo2767	0.0
lmo2768	0.0
lmo2769	0.0
lmo2770	0.0
lmo2771	0.0
lmo2772	0.0
lmo2773	0.0
lmo2774	0.0
lmo2775	0.0
