GenomeElements	RAWVALUE	VALUE
lmo1954	0.0	0.0
lmo1955	2.0	1.0
lmo1956	0.0	0.0
lmo1957	0.0	0.0
lmo1958	0.0	0.0
lmo1959	0.0	0.0
lmo1960	0.0	0.0
lmo1961	1.0	1.0
lmo1962	0.0	0.0
lmo1963	2.0	1.0
lmo1964	0.0	0.0
lmo1965	0.0	0.0
lmo1966	0.0	0.0
lmo1967	0.0	0.0
lmo1968	1.0	1.0
lmo1969	1.0	1.0
lmo1970	0.0	0.0
lmo1971	0.0	0.0
lmo1972	2.0	1.0
lmo1973	0.0	0.0
lmo1974	0.0	0.0
lmo1975	0.0	0.0
lmo1976	0.0	0.0
lmo1977	0.0	0.0
lmo1978	0.0	0.0
lmo1979	0.0	0.0
lmo1980	1.0	1.0
lmo1981	0.0	0.0
lmo1982	3.0	1.584962501
lmo1983	0.0	0.0
lmo1984	0.0	0.0
lmo1985	2.0	1.0
lmo1986	6.0	2.584962501
lmo1987	2.0	1.0
lmo1988	0.0	0.0
lmo1989	4.0	2.0
lmo1990	0.0	0.0
lmo1991	1.0	1.0
lmo1992	0.0	0.0
lmo1993	0.0	0.0
lmo1994	0.0	0.0
lmo1995	0.0	0.0
lmo1996	0.0	0.0
lmo1997	0.0	0.0
lmo1998	1.0	1.0
lmo1999	0.0	0.0
lmo2000	0.0	0.0
lmo2001	0.0	0.0
lmo2002	0.0	0.0
lmo2003	0.0	0.0
lmo2004	0.0	0.0
lmo2005	1.0	1.0
lmo2006	0.0	0.0
lmo2007	1.0	1.0
lmo2008	0.0	0.0
lmo2009	0.0	0.0
lmo2010	0.0	0.0
lmo2011	0.0	0.0
lmo2012	0.0	0.0
lmo2013	0.0	0.0
lmo2014	0.0	0.0
lmo2015	0.0	0.0
lmo2016	0.0	0.0
lmo2017	0.0	0.0
lmo2018	4.0	2.0
lmo2019	5.0	2.321928095
lmo2020	5.0	2.321928095
lmo2021	1.0	1.0
lmo2022	0.0	0.0
lmo2023	2.0	1.0
lmo2024	0.0	0.0
lmo2025	5.0	2.321928095
lmo2026	2.0	1.0
lmo2027	0.0	0.0
lmo2028	1.0	1.0
lmo2029	0.0	0.0
lmo2030	0.0	0.0
lmo2031	2.0	1.0
lmo2032	2.0	1.0
lmo2033	1.0	1.0
lmo2034	0.0	0.0
lmo2035	1.0	1.0
lmo2036	1.0	1.0
lmo2037	0.0	0.0
lmo2038	1.0	1.0
lmo2039	0.0	0.0
lmo2040	0.0	0.0
lmo2041	1.0	1.0
lmo2042	0.0	0.0
lmo2043	0.0	0.0
lmo2044	0.0	0.0
lmo2045	0.0	0.0
lmo2046	3.0	1.584962501
lmo2047	0.0	0.0
lmo2048	0.0	0.0
lmo2049	0.0	0.0
lmo2050	0.0	0.0
lmo2051	6.0	2.584962501
lmo2052	1.0	1.0
lmo2053	1.0	1.0
lmo2054	0.0	0.0
lmo2055	0.0	0.0
lmo2056	5.0	2.321928095
lmo2057	5.0	2.321928095
lmo2058	0.0	0.0
lmo2059	0.0	0.0
lmo2060	2.0	1.0
lmo2061	0.0	0.0
lmo2062	0.0	0.0
lmo2063	0.0	0.0
lmo2064	0.0	0.0
lmo2065	0.0	0.0
lmo2066	0.0	0.0
lmo2067	0.0	0.0
lmo2068	209.0	7.707359132
lmo2069	35.0	5.129283017
lmo2070	0.0	0.0
lmo2071	0.0	0.0
lmo2072	0.0	0.0
lmo2073	0.0	0.0
lmo2074	0.0	0.0
lmo2075	1.0	1.0
lmo2076	0.0	0.0
lmo2077	0.0	0.0
lmo2078	0.0	0.0
lmo2079	4.0	2.0
lmo2080	1.0	1.0
lmo2081	0.0	0.0
lmo2082	0.0	0.0
lmo2083	0.0	0.0
lmo2084	0.0	0.0
lmo2085	4.0	2.0
lmo2086	0.0	0.0
lmo2087	1.0	1.0
lmo2088	0.0	0.0
lmo2089	1.0	1.0
lmo2090	5.0	2.321928095
lmo2091	9.0	3.169925001
lmo2092	0.0	0.0
lmo2093	0.0	0.0
lmo2094	0.0	0.0
lmo2095	0.0	0.0
lmo2096	0.0	0.0
lmo2097	0.0	0.0
lmo2098	0.0	0.0
lmo2099	0.0	0.0
lmo2100	0.0	0.0
lmo2101	0.0	0.0
lmo2102	0.0	0.0
lmo2103	10.0	3.321928095
lmo2104	0.0	0.0
lmo2104a	0.0	0.0
lmo2105	3.0	1.584962501
lmo2106	1.0	1.0
lmo2107	0.0	0.0
lmo2108	0.0	0.0
lmo2109	2.0	1.0
lmo2110	0.0	0.0
lmo2111	0.0	0.0
lmo2112	0.0	0.0
lmo2113	0.0	0.0
lmo2114	0.0	0.0
lmo2115	0.0	0.0
lmo2116	0.0	0.0
lmo2117	0.0	0.0
lmo2118	2.0	1.0
lmo2119	0.0	0.0
lmo2120	0.0	0.0
lmo2121	0.0	0.0
lmo2122	1.0	1.0
lmo2123	0.0	0.0
lmo2124	0.0	0.0
lmo2125	0.0	0.0
lmo2126	0.0	0.0
lmo2127	0.0	0.0
lmo2128	0.0	0.0
lmo2129	0.0	0.0
lmo2130	1.0	1.0
lmo2131	4.0	2.0
lmo2132	8.0	3.0
lmo2133	0.0	0.0
lmo2134	0.0	0.0
lmo2135	0.0	0.0
lmo2136	1.0	1.0
lmo2137	0.0	0.0
lmo2138	0.0	0.0
lmo2139	2.0	1.0
lmo2140	1.0	1.0
lmo2141	0.0	0.0
lmo2142	3.0	1.584962501
lmo2143	0.0	0.0
lmo2144	0.0	0.0
lmo2145	0.0	0.0
lmo2146	1.0	1.0
lmo2147	1.0	1.0
lmo2148	1.0	1.0
lmo2149	0.0	0.0
lmo2150	0.0	0.0
lmo2151	0.0	0.0
lmo2152	0.0	0.0
lmo2153	0.0	0.0
lmo2154	1.0	1.0
lmo2155	0.0	0.0
lmo2156	0.0	0.0
lmo2157	1.0	1.0
lmo2158	1.0	1.0
lmo2159	0.0	0.0
lmo2160	0.0	0.0
lmo2161	0.0	0.0
lmo2162	0.0	0.0
lmo2163	0.0	0.0
lmo2164	0.0	0.0
lmo2165	0.0	0.0
lmo2166	1.0	1.0
lmo2167	0.0	0.0
lmo2168	3.0	1.584962501
lmo2169	0.0	0.0
lmo2170	0.0	0.0
lmo2171	0.0	0.0
lmo2172	0.0	0.0
lmo2173	0.0	0.0
lmo2174	0.0	0.0
lmo2175	0.0	0.0
lmo2176	0.0	0.0
lmo2177	0.0	0.0
lmo2178	0.0	0.0
lmo2179	4.0	2.0
lmo2180	0.0	0.0
lmo2181	1.0	1.0
lmo2182	0.0	0.0
lmo2183	1.0	1.0
lmo2184	0.0	0.0
lmo2185	0.0	0.0
lmo2186	0.0	0.0
lmo2187	0.0	0.0
lmo2188	0.0	0.0
lmo2189	0.0	0.0
lmo2190	0.0	0.0
lmo2191	1.0	1.0
lmo2192	1.0	1.0
lmo2193	0.0	0.0
lmo2194	0.0	0.0
lmo2195	0.0	0.0
lmo2196	0.0	0.0
lmo2197	0.0	0.0
lmo2198	2.0	1.0
lmo2199	0.0	0.0
lmo2200	0.0	0.0
lmo2201	0.0	0.0
lmo2202	0.0	0.0
lmo2203	0.0	0.0
lmo2204	0.0	0.0
lmo2205	0.0	0.0
lmo2206	0.0	0.0
lmo2207	0.0	0.0
lmo2208	0.0	0.0
lmo2209	0.0	0.0
lmo2210	0.0	0.0
lmo2211	0.0	0.0
lmo2212	2.0	1.0
lmo2213	0.0	0.0
lmo2214	0.0	0.0
lmo2215	0.0	0.0
lmo2216	2.0	1.0
lmo2217	1.0	1.0
lmo2218	0.0	0.0
lmo2219	0.0	0.0
lmo2220	0.0	0.0
lmo2221	0.0	0.0
lmo2222	0.0	0.0
lmo2223	0.0	0.0
lmo2224	0.0	0.0
lmo2225	8.0	3.0
lmo2226	0.0	0.0
lmo2227	9.0	3.169925001
lmo2228	0.0	0.0
lmo2229	0.0	0.0
lmo2230	1.0	1.0
lmo2231	1.0	1.0
lmo2232	0.0	0.0
lmo2233	3.0	1.584962501
lmo2234	0.0	0.0
lmo2235	0.0	0.0
lmo2236	0.0	0.0
lmo2237	1.0	1.0
lmo2238	0.0	0.0
lmo2239	0.0	0.0
lmo2240	0.0	0.0
lmo2241	0.0	0.0
lmo2242	3.0	1.584962501
lmo2243	0.0	0.0
lmo2244	0.0	0.0
lmo2245	0.0	0.0
lmo2246	0.0	0.0
lmo2247	0.0	0.0
lmo2248	0.0	0.0
lmo2249	0.0	0.0
lmo2250	0.0	0.0
lmo2251	0.0	0.0
lmo2252	0.0	0.0
lmo2253	0.0	0.0
lmo2254	0.0	0.0
lmo2255	0.0	0.0
lmo2256	0.0	0.0
lmo2257	0.0	0.0
lmo2258	0.0	0.0
lmo2259	0.0	0.0
lmo2260	1.0	1.0
lmo2261	0.0	0.0
lmo2262	0.0	0.0
lmo2263	1.0	1.0
lmo2264	2.0	1.0
lmo2265	0.0	0.0
lmo2266	0.0	0.0
lmo2267	0.0	0.0
lmo2268	15.0	3.906890596
lmo2269	3.0	1.584962501
lmo2270	1.0	1.0
lmo2271	5.0	2.321928095
lmo2272	1.0	1.0
lmo2273	6.0	2.584962501
lmo2274	0.0	0.0
lmo2275	2.0	1.0
lmo2276	1.0	1.0
lmo2277	1.0	1.0
lmo2278	0.0	0.0
lmo2279	0.0	0.0
lmo2280	1.0	1.0
lmo2281	0.0	0.0
lmo2282	1.0	1.0
lmo2283	1.0	1.0
lmo2284	0.0	0.0
lmo2285	1.0	1.0
lmo2286	1.0	1.0
lmo2287	21.0	4.392317423
lmo2288	0.0	0.0
lmo2289	1.0	1.0
lmo2290	0.0	0.0
lmo2291	1.0	1.0
lmo2292	1.0	1.0
lmo2293	0.0	0.0
lmo2294	0.0	0.0
lmo2295	1.0	1.0
lmo2296	1.0	1.0
lmo2297	0.0	0.0
lmo2298	4.0	2.0
lmo2299	1.0	1.0
lmo2300	3.0	1.584962501
lmo2301	1.0	1.0
lmo2302	0.0	0.0
lmo2303	0.0	0.0
lmo2304	5.0	2.321928095
lmo2305	3.0	1.584962501
lmo2306	2.0	1.0
lmo2307	2.0	1.0
lmo2308	1.0	1.0
lmo2309	4.0	2.0
lmo2310	0.0	0.0
lmo2311	0.0	0.0
lmo2312	0.0	0.0
lmo2313	0.0	0.0
lmo2314	0.0	0.0
lmo2315	0.0	0.0
lmo2316	3.0	1.584962501
lmo2317	0.0	0.0
lmo2318	8.0	3.0
lmo2319	2.0	1.0
lmo2320	3.0	1.584962501
lmo2321	0.0	0.0
lmo2322	2.0	1.0
lmo2323	1.0	1.0
lmo2324	5.0	2.321928095
lmo2325	0.0	0.0
lmo2325a	0.0	0.0
lmo2326	0.0	0.0
lmo2327	4.0	2.0
lmo2328	0.0	0.0
lmo2329	3.0	1.584962501
lmo2329a	0.0	0.0
lmo2330	2.0	1.0
lmo2331	2.0	1.0
lmo2332	4.0	2.0
lmo2334	2.0	1.0
lmo2335	0.0	0.0
lmo2336	3.0	1.584962501
lmo2337	0.0	0.0
lmo2338	2.0	1.0
lmo2339	0.0	0.0
lmo2340	0.0	0.0
lmo2341	0.0	0.0
lmo2342	0.0	0.0
lmo2343	0.0	0.0
lmo2344	0.0	0.0
lmo2345	0.0	0.0
lmo2346	0.0	0.0
lmo2347	0.0	0.0
lmo2348	0.0	0.0
lmo2349	0.0	0.0
lmo2350	0.0	0.0
lmo2351	0.0	0.0
lmo2352	0.0	0.0
lmo2353	0.0	0.0
lmo2354	0.0	0.0
lmo2355	0.0	0.0
lmo2356	1.0	1.0
lmo2357	0.0	0.0
lmo2358	0.0	0.0
lmo2359	3.0	1.584962501
lmo2360	0.0	0.0
lmo2361	0.0	0.0
lmo2362	2.0	1.0
lmo2363	0.0	0.0
lmo2364	0.0	0.0
lmo2365	0.0	0.0
lmo2366	0.0	0.0
lmo2367	69.0	6.108524457
lmo2368	0.0	0.0
lmo2369	0.0	0.0
lmo2370	0.0	0.0
lmo2371	0.0	0.0
lmo2372	0.0	0.0
lmo2373	0.0	0.0
lmo2374	0.0	0.0
lmo2375	0.0	0.0
lmo2376	0.0	0.0
lmo2377	0.0	0.0
lmo2378	0.0	0.0
lmo2379	0.0	0.0
lmo2380	0.0	0.0
lmo2381	0.0	0.0
lmo2382	0.0	0.0
lmo2383	0.0	0.0
lmo2384	0.0	0.0
lmo2385	0.0	0.0
lmo2386	0.0	0.0
lmo2387	0.0	0.0
lmo2388	0.0	0.0
lmo2389	0.0	0.0
lmo2390	5.0	2.321928095
lmo2391	0.0	0.0
lmo2392	0.0	0.0
lmo2393	0.0	0.0
lmo2394	0.0	0.0
lmo2395	0.0	0.0
lmo2396	0.0	0.0
lmo2397	0.0	0.0
lmo2398	0.0	0.0
lmo2399	0.0	0.0
lmo2400	0.0	0.0
lmo2401	0.0	0.0
lmo2402	0.0	0.0
lmo2403	0.0	0.0
lmo2404	0.0	0.0
lmo2405	0.0	0.0
lmo2406	0.0	0.0
lmo2407	1.0	1.0
lmo2408	1.0	1.0
lmo2409	0.0	0.0
lmo2410	3.0	1.584962501
lmo2411	0.0	0.0
lmo2412	0.0	0.0
lmo2413	0.0	0.0
lmo2414	7.0	2.807354922
lmo2415	0.0	0.0
lmo2416	3.0	1.584962501
lmo2417	0.0	0.0
lmo2418	0.0	0.0
lmo2419	0.0	0.0
lmo2420	2.0	1.0
lmo2421	0.0	0.0
lmo2422	0.0	0.0
lmo2423	0.0	0.0
lmo2424	0.0	0.0
lmo2425	1.0	1.0
lmo2426	0.0	0.0
lmo2427	0.0	0.0
lmo2428	0.0	0.0
lmo2429	0.0	0.0
lmo2430	2.0	1.0
lmo2431	0.0	0.0
lmo2432	0.0	0.0
lmo2433	1.0	1.0
lmo2434	8.0	3.0
lmo2435	0.0	0.0
lmo2436	6.0	2.584962501
lmo2437	0.0	0.0
lmo2438	0.0	0.0
lmo2439	0.0	0.0
lmo2440	0.0	0.0
lmo2441	0.0	0.0
lmo2442	0.0	0.0
lmo2443	0.0	0.0
lmo2444	5.0	2.321928095
lmo2445	0.0	0.0
lmo2446	4.0	2.0
lmo2447	0.0	0.0
lmo2448	0.0	0.0
lmo2449	0.0	0.0
lmo2450	4.0	2.0
lmo2451	0.0	0.0
lmo2452	0.0	0.0
lmo2453	0.0	0.0
lmo2454	3.0	1.584962501
lmo2455	84.0	6.392317423
lmo2456	0.0	0.0
lmo2457	14.0	3.807354922
lmo2458	22.0	4.459431619
lmo2459	20.0	4.321928095
lmo2460	0.0	0.0
lmo2461	1.0	1.0
lmo2462	0.0	0.0
lmo2463	1.0	1.0
lmo2464	0.0	0.0
lmo2465	2.0	1.0
lmo2466	0.0	0.0
lmo2467	2.0	1.0
lmo2468	19.0	4.247927513
lmo2469	0.0	0.0
lmo2470	0.0	0.0
lmo2471	0.0	0.0
lmo2472	0.0	0.0
lmo2473	0.0	0.0
lmo2474	3.0	1.584962501
lmo2475	5.0	2.321928095
lmo2476	0.0	0.0
lmo2477	4.0	2.0
lmo2478	2.0	1.0
lmo2479	0.0	0.0
lmo2480	0.0	0.0
lmo2481	0.0	0.0
lmo2482	0.0	0.0
lmo2483	0.0	0.0
lmo2484	0.0	0.0
lmo2485	0.0	0.0
lmo2486	0.0	0.0
lmo2487	0.0	0.0
lmo2488	5.0	2.321928095
lmo2489	8.0	3.0
lmo2490	0.0	0.0
lmo2491	0.0	0.0
lmo2492	0.0	0.0
lmo2493	0.0	0.0
lmo2494	0.0	0.0
lmo2495	1.0	1.0
lmo2496	0.0	0.0
lmo2497	0.0	0.0
lmo2498	0.0	0.0
lmo2499	0.0	0.0
lmo2500	2.0	1.0
lmo2501	0.0	0.0
lmo2502	3.0	1.584962501
lmo2503	2.0	1.0
lmo2504	0.0	0.0
lmo2505	0.0	0.0
lmo2506	1.0	1.0
lmo2507	0.0	0.0
lmo2508	1.0	1.0
lmo2509	1.0	1.0
lmo2510	3.0	1.584962501
lmo2511	0.0	0.0
lmo2512	0.0	0.0
lmo2513	0.0	0.0
lmo2514	0.0	0.0
lmo2515	0.0	0.0
lmo2516	0.0	0.0
lmo2517	0.0	0.0
lmo2518	0.0	0.0
lmo2519	0.0	0.0
lmo2520	0.0	0.0
lmo2521	0.0	0.0
lmo2522	0.0	0.0
lmo2523	2.0	1.0
lmo2524	5.0	2.321928095
lmo2525	0.0	0.0
lmo2526	0.0	0.0
lmo2527	0.0	0.0
lmo2528	6.0	2.584962501
lmo2529	0.0	0.0
lmo2530	2.0	1.0
lmo2531	0.0	0.0
lmo2532	1.0	1.0
lmo2533	9.0	3.169925001
lmo2534	1.0	1.0
lmo2535	0.0	0.0
lmo2536	0.0	0.0
lmo2536a	0.0	0.0
lmo2537	0.0	0.0
lmo2538	1.0	1.0
lmo2539	9.0	3.169925001
lmo2540	2.0	1.0
lmo2541	0.0	0.0
lmo2542	1.0	1.0
lmo2543	0.0	0.0
lmo2544	4.0	2.0
lmo2545	0.0	0.0
lmo2546	3.0	1.584962501
lmo2547	3.0	1.584962501
lmo2548	2.0	1.0
lmo2549	0.0	0.0
lmo2550	1.0	1.0
lmo2551	1.0	1.0
lmo2552	1.0	1.0
lmo2553	0.0	0.0
lmo2554	0.0	0.0
lmo2555	0.0	0.0
lmo2556	0.0	0.0
lmo2557	0.0	0.0
lmo2558	7.0	2.807354922
lmo2559	10.0	3.321928095
lmo2560	1.0	1.0
lmo2561	1.0	1.0
lmo2562	1.0	1.0
lmo2563	0.0	0.0
lmo2564	0.0	0.0
lmo2565	0.0	0.0
lmo2566	4.0	2.0
lmo2567	0.0	0.0
lmo2568	0.0	0.0
lmo2569	0.0	0.0
lmo2570	2.0	1.0
lmo2571	0.0	0.0
lmo2572	0.0	0.0
lmo2573	0.0	0.0
lmo2574	1.0	1.0
lmo2575	0.0	0.0
lmo2576	1.0	1.0
lmo2577	0.0	0.0
lmo2578	0.0	0.0
lmo2579	0.0	0.0
lmo2579a	0.0	0.0
lmo2580	4.0	2.0
lmo2581	0.0	0.0
lmo2582	0.0	0.0
lmo2583	6.0	2.584962501
lmo2584	0.0	0.0
lmo2585	0.0	0.0
lmo2586	0.0	0.0
lmo2587	0.0	0.0
lmo2588	0.0	0.0
lmo2589	0.0	0.0
lmo2590	1.0	1.0
lmo2591	2.0	1.0
lmo2592	0.0	0.0
lmo2593	1.0	1.0
lmo2594	0.0	0.0
lmo2595	0.0	0.0
lmo2596	4.0	2.0
lmo2597	6.0	2.584962501
lmo2598	0.0	0.0
lmo2599	11.0	3.459431619
lmo2600	0.0	0.0
lmo2601	2.0	1.0
lmo2602	0.0	0.0
lmo2603	1.0	1.0
lmo2604	0.0	0.0
lmo2605	0.0	0.0
lmo2606	7.0	2.807354922
lmo2607	2.0	1.0
lmo2608	1.0	1.0
lmo2609	1.0	1.0
lmo2610	6.0	2.584962501
lmo2611	33.0	5.044394119
lmo2612	0.0	0.0
lmo2613	0.0	0.0
lmo2614	0.0	0.0
lmo2615	1.0	1.0
lmo2616	0.0	0.0
lmo2617	4.0	2.0
lmo2618	0.0	0.0
lmo2619	0.0	0.0
lmo2620	0.0	0.0
lmo2621	15.0	3.906890596
lmo2622	1.0	1.0
lmo2623	0.0	0.0
lmo2624	7.0	2.807354922
lmo2625	4.0	2.0
lmo2626	2.0	1.0
lmo2627	1.0	1.0
lmo2628	7.0	2.807354922
lmo2629	1.0	1.0
lmo2630	3.0	1.584962501
lmo2631	0.0	0.0
lmo2632	0.0	0.0
lmo2633	0.0	0.0
lmo2634	1.0	1.0
lmo2635	0.0	0.0
lmo2636	1.0	1.0
lmo2637	0.0	0.0
lmo2638	0.0	0.0
lmo2639	0.0	0.0
lmo2640	1.0	1.0
lmo2641	0.0	0.0
lmo2642	0.0	0.0
lmo2643	0.0	0.0
lmo2644	0.0	0.0
lmo2644a	0.0	0.0
lmo2646	0.0	0.0
lmo2647	1.0	1.0
lmo2648	0.0	0.0
lmo2649	3.0	1.584962501
lmo2650	1.0	1.0
lmo2651	0.0	0.0
lmo2652	0.0	0.0
lmo2653	15.0	3.906890596
lmo2654	1.0	1.0
lmo2655	1.0	1.0
lmo2656	1.0	1.0
lmo2657	0.0	0.0
lmo2658	1.0	1.0
lmo2659	0.0	0.0
lmo2660	0.0	0.0
lmo2661	0.0	0.0
lmo2662	0.0	0.0
lmo2663	0.0	0.0
lmo2664	0.0	0.0
lmo2665	2.0	1.0
lmo2666	0.0	0.0
lmo2667	1.0	1.0
lmo2668	0.0	0.0
lmo2669	0.0	0.0
lmo2670	2.0	1.0
lmo2671	0.0	0.0
lmo2672	0.0	0.0
lmo2673	0.0	0.0
lmo2674	3.0	1.584962501
lmo2675	0.0	0.0
lmo2676	4.0	2.0
lmo2677	0.0	0.0
lmo2678	1.0	1.0
lmo2679	0.0	0.0
lmo2680	1.0	1.0
lmo2681	16.0	4.0
lmo2682	0.0	0.0
lmo2683	0.0	0.0
lmo2684	0.0	0.0
lmo2685	0.0	0.0
lmo2686	0.0	0.0
lmo2687	0.0	0.0
lmo2688	2.0	1.0
lmo2689	0.0	0.0
lmo2689a	0.0	0.0
lmo2690	4.0	2.0
lmo2691	0.0	0.0
lmo2692	0.0	0.0
lmo2693	10.0	3.321928095
lmo2694	0.0	0.0
lmo2695	0.0	0.0
lmo2696	0.0	0.0
lmo2697	0.0	0.0
lmo2698	0.0	0.0
lmo2699	0.0	0.0
lmo2700	1.0	1.0
lmo2701	0.0	0.0
lmo2702	4.0	2.0
lmo2703	0.0	0.0
lmo2704	2.0	1.0
lmo2705	0.0	0.0
lmo2706	0.0	0.0
lmo2707	0.0	0.0
lmo2708	0.0	0.0
lmo2709	0.0	0.0
lmo2710	1.0	1.0
lmo2711	1.0	1.0
lmo2712	0.0	0.0
lmo2713	3.0	1.584962501
lmo2714	0.0	0.0
lmo2715	2.0	1.0
lmo2716	0.0	0.0
lmo2717	0.0	0.0
lmo2718	0.0	0.0
lmo2719	0.0	0.0
lmo2720	0.0	0.0
lmo2721	0.0	0.0
lmo2722	1.0	1.0
lmo2723	0.0	0.0
lmo2724	0.0	0.0
lmo2725	2.0	1.0
lmo2726	3.0	1.584962501
lmo2727	0.0	0.0
lmo2728	0.0	0.0
lmo2729	0.0	0.0
lmo2730	0.0	0.0
lmo2731	1.0	1.0
lmo2732	0.0	0.0
lmo2733	0.0	0.0
lmo2734	0.0	0.0
lmo2735	0.0	0.0
lmo2736	0.0	0.0
lmo2737	0.0	0.0
lmo2738	0.0	0.0
lmo2739	1.0	1.0
lmo2740	0.0	0.0
lmo2741	1.0	1.0
lmo2742	0.0	0.0
lmo2743	0.0	0.0
lmo2744	0.0	0.0
lmo2745	1.0	1.0
lmo2746	1.0	1.0
lmo2747	5.0	2.321928095
lmo2748	0.0	0.0
lmo2749	0.0	0.0
lmo2750	0.0	0.0
lmo2751	0.0	0.0
lmo2752	1.0	1.0
lmo2753	0.0	0.0
lmo2754	0.0	0.0
lmo2755	0.0	0.0
lmo2756	12.0	3.584962501
lmo2757	0.0	0.0
lmo2758	2.0	1.0
lmo2759	0.0	0.0
lmo2760	0.0	0.0
lmo2760a	0.0	0.0
lmo2761	1.0	1.0
lmo2762	0.0	0.0
lmo2763	0.0	0.0
lmo2764	0.0	0.0
lmo2765	0.0	0.0
lmo2766	0.0	0.0
lmo2767	2.0	1.0
lmo2768	1.0	1.0
lmo2769	0.0	0.0
lmo2770	0.0	0.0
lmo2771	0.0	0.0
lmo2772	0.0	0.0
lmo2773	0.0	0.0
lmo2774	0.0	0.0
lmo2775	9.0	3.169925001
lmo2776	0.0	0.0
lmo2777	0.0	0.0
lmo2778	0.0	0.0
lmo2779	0.0	0.0
lmo2780	1.0	1.0
lmo2781	0.0	0.0
lmo2782	0.0	0.0
lmo2783	0.0	0.0
lmo2784	0.0	0.0
lmo2785	0.0	0.0
lmo2786	0.0	0.0
lmo2787	1.0	1.0
lmo2788	4.0	2.0
lmo2789	0.0	0.0
lmo2790	0.0	0.0
lmo2791	0.0	0.0
lmo2792	0.0	0.0
lmo2793	0.0	0.0
lmo2794	3.0	1.584962501
lmo2795	0.0	0.0
lmo2796	0.0	0.0
lmo2797	0.0	0.0
lmo2798	0.0	0.0
lmo2799	3.0	1.584962501
lmo2800	0.0	0.0
lmo2801	0.0	0.0
lmo2802	0.0	0.0
lmo2802a	0.0	0.0
lmo2803	0.0	0.0
lmo2804	0.0	0.0
lmo2805	0.0	0.0
lmo2806	1.0	1.0
lmo2807	1.0	1.0
lmo2808	0.0	0.0
lmo2809	3.0	1.584962501
lmo2810	9.0	3.169925001
lmo2811	0.0	0.0
lmo2812	4.0	2.0
lmo2813	0.0	0.0
lmo2814	0.0	0.0
lmo2815	0.0	0.0
lmo2816	2.0	1.0
lmo2817	0.0	0.0
lmo2818	1.0	1.0
lmo2819	0.0	0.0
lmo2820	0.0	0.0
lmo2821	0.0	0.0
lmo2822	0.0	0.0
lmo2823	0.0	0.0
lmo2824	0.0	0.0
lmo2825	0.0	0.0
lmo2826	0.0	0.0
lmo2827	0.0	0.0
lmo2828	0.0	0.0
lmo2829	0.0	0.0
lmo2830	0.0	0.0
lmo2831	1.0	1.0
lmo2832	1.0	1.0
lmo2833	1.0	1.0
lmo2834	0.0	0.0
lmo2835	0.0	0.0
lmo2836	0.0	0.0
lmo2837	0.0	0.0
lmo2838	0.0	0.0
lmo2839	2.0	1.0
lmo2840	0.0	0.0
lmo2841	0.0	0.0
lmo2842	0.0	0.0
lmo2843	0.0	0.0
lmo2844	2.0	1.0
lmo2845	0.0	0.0
lmo2846	0.0	0.0
lmo2847	0.0	0.0
lmo2848	0.0	0.0
lmo2849	0.0	0.0
lmo2850	0.0	0.0
lmo2851	0.0	0.0
lmo2852	0.0	0.0
lmo2853	0.0	0.0
lmo2854	1.0	1.0
lmo2855	2.0	1.0
lmo2856	0.0	0.0
lmo2857	1.0	1.0
lmor01	-1.0	-1.0
lmor02	-1.0	-1.0
lmor03	-1.0	-1.0
lmor04	-1.0	-1.0
lmor05	-1.0	-1.0
lmor06	-1.0	-1.0
lmor07	-1.0	-1.0
lmor08	-1.0	-1.0
lmor09	-1.0	-1.0
lmor10	-1.0	-1.0
lmor11	-1.0	-1.0
lmor12	-1.0	-1.0
lmor13	-1.0	-1.0
lmor14	-1.0	-1.0
lmor15	-1.0	-1.0
lmor16	-1.0	-1.0
lmor17	-1.0	-1.0
lmor18	-1.0	-1.0
lmot01	-1.0	-1.0
lmot02	-1.0	-1.0
lmot03	-1.0	-1.0
lmot04	-1.0	-1.0
lmot05	-1.0	-1.0
lmot06	-1.0	-1.0
lmot07	-1.0	-1.0
lmot08	-1.0	-1.0
lmot09	-1.0	-1.0
lmot10	-1.0	-1.0
lmot11	-1.0	-1.0
lmot12	-1.0	-1.0
lmot13	-1.0	-1.0
lmot14	-1.0	-1.0
lmot15	-1.0	-1.0
lmot16	-1.0	-1.0
lmot17	-1.0	-1.0
lmot18	-1.0	-1.0
lmot19	-1.0	-1.0
lmot20	-1.0	-1.0
lmot21	-1.0	-1.0
lmot22	-1.0	-1.0
lmot23	-1.0	-1.0
lmot24	-1.0	-1.0
lmot25	-1.0	-1.0
lmot26	-1.0	-1.0
lmot27	-1.0	-1.0
lmot28	-1.0	-1.0
lmot29	-1.0	-1.0
lmot30	-1.0	-1.0
lmot31	-1.0	-1.0
lmot32	-1.0	-1.0
lmot33	-1.0	-1.0
lmot34	-1.0	-1.0
lmot35	-1.0	-1.0
lmot36	-1.0	-1.0
lmot37	-1.0	-1.0
lmot38	-1.0	-1.0
lmot39	-1.0	-1.0
lmot40	-1.0	-1.0
lmot41	-1.0	-1.0
lmot42	-1.0	-1.0
lmot43	-1.0	-1.0
lmot44	-1.0	-1.0
lmot45	-1.0	-1.0
lmot46	-1.0	-1.0
lmot47	-1.0	-1.0
lmot48	-1.0	-1.0
lmot49	-1.0	-1.0
lmot50	-1.0	-1.0
lmot51	-1.0	-1.0
lmot52	-1.0	-1.0
